Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status
2020-09-08,2019,ARGHF,Argo Corp,Steer Business/Exelorate Enterprises LLC,Exelon Corp,3.2,,28-08-2020,14.44,18-09-2020,10.85,1434.25,-3.18,,Completed
2020-09-08,2019,AUNXF,AXP Energy Ltd,Portfolio of producing oil & gas leases,Trey Exploration Inc,1.9,,28-08-2020,0.0,18-09-2020,0.0,16.77,,,Completed
2020-09-04,2019,TBLLF,Tombill Mines Ltd,Tombill Mines Ltd/old,,11.14,,,,,,,-28.48,,Completed
2020-09-04,2019,300346.SZ,Jiangsu Nata Opto-electronic Material Co Ltd,Patent assets/DDP Specialty Electronic Materials US 9 LLC,DuPont de Nemours Inc,,,24-08-2020,30.22,14-09-2020,28.75,18740.87,1.33,,Completed
2020-09-02,2019,OVV,Ovintiv Inc,Partitioned Duvernay Position,PetroChina International Canada Trading Ltd,,,21-08-2020,9.9,14-09-2020,8.15,2485.7,-0.31,5956212.0,Completed
2020-08-31,2019,WCP.TO,Whitecap Resources Inc,NAL Resources Ltd,Manulife Financial Corp,116.48,,20-08-2020,2.1,10-09-2020,1.9,1192.38,2.35,,Completed
2020-08-27,2019,PHX,PHX Minerals Inc,"SCOOP/Grady County,Haynesville plays",Red Stone Resources LLC,5.5,,14-08-2020,1.97,08-09-2020,1.62,70.11,0.68,13985.756,Completed
2020-08-26,2019,VOY0.F,Volatus Capital Corp,More Creek Project/British Columbia,Tower Resources Ltd,0.14,,14-08-2020,0.99,07-09-2020,0.93,33.1,49.35,,Completed
2020-08-25,2019,SPB.TO,Superior Plus Corp,Rymes Heating Oils Inc,,159.0,,14-08-2020,9.25,04-09-2020,9.28,2247.31,-0.02,,Completed
2020-08-25,2019,SOL,Emeren Group Ltd,Solar projects & accounts receivable/US,,3.8,,14-08-2020,1.65,04-09-2020,1.7,117.89,1.03,15355477.877400499,Completed
2020-08-19,2019,AIMLF,AI/ML Innovations Inc,Salu Design Group Inc,,0.49,,07-08-2020,0.17,31-08-2020,0.17,29.21,-56.26,,Completed
2020-08-18,2019,R6B.F,Guardian Exploration Inc,Mount Cameron Property/Mayo Mining District,"Management Group,DG Resource Management Ltd",0.06,,,,,,,-16.51,,Completed
2020-08-18,2019,AEP,American Electric Power Co Inc,Desert Sky & Trent Mesa wind facilities,Invenergy Renewables LLC,,,07-08-2020,73.33,28-08-2020,66.35,36820.94,0.64,32656881.9602,Completed
2020-08-17,2019,D,Dominion Energy Inc,62.5 MW Madison Solar generating facility/Virginia,Cypress Creek Renewables LLC,,,06-08-2020,64.88,27-08-2020,63.55,54619.63,-0.07,25578454.269471463,Completed
2020-08-14,2019,ROII,RiskOn International Inc,Certain machinery & equipment assets/Rabb Resources Ltd,Rabb Resources Ltd,3.45,,03-08-2020,540.0,24-08-2020,428.25,19060.73,-171.95,,Completed
2020-08-13,2019,DKL,Delek Logistics Partners LP,Incentive Distribution Rights/Delek US,Delek US Holdings Inc,529.0,,31-07-2020,18.62,24-08-2020,21.95,1226.5,1.73,,Completed
2020-08-11,2019,FEMFF,Linear Minerals Corp,Bald Eagle Silver Property/British Columbia,Geomap Exploration Inc,0.07,,31-07-2020,0.14,21-08-2020,0.16,7.68,-4.15,,Completed
2020-08-10,2019,CRC.BE,Canadian Natural Resources Ltd,Painted Pony Energy Ltd,,356.67,,30-07-2020,5.51,20-08-2020,5.83,,3.02,,Completed
2020-08-06,2019,CMS,CMS Energy Corp,525 MW Aviator Wind project,Ares Management Corp,,,24-07-2020,55.02,17-08-2020,53.17,16083.47,0.74,13509175.08,Completed
2020-07-30,2019,CMS,CMS Energy Corp,Aviator Wind Energy Project,Ares Management LLC,,,17-07-2020,53.48,10-08-2020,54.95,16542.31,0.74,13509175.08,Completed
2020-07-29,2019,TKGSY,Tokyo Gas Co Ltd,Castleton Resources LLC,,,,17-07-2020,12.03,10-08-2020,9.67,8757.25,1.4,,Completed
2020-07-29,2019,TKGSY,Tokyo Gas Co Ltd,Castleton Resources LLC,,,,17-07-2020,12.03,10-08-2020,9.67,8757.25,1.4,,Completed
2020-07-29,2019,TKGSY,Tokyo Gas Co Ltd,514 MW Aktina Solar PV power plant/Wharton County,Hecate Energy LLC,,,17-07-2020,12.03,10-08-2020,9.67,8757.25,1.4,,Completed
2020-07-29,2019,TKGSY,Tokyo Gas Co Ltd,514 MW Aktina Solar PV power plant/Wharton County,Hecate Energy LLC,,,17-07-2020,12.03,10-08-2020,9.67,8757.25,1.4,,Completed
2020-07-27,2019,CNX,CNX Resources Corp,CNX Midstream Partners LP,,323.69,2.88,16-07-2020,8.73,06-08-2020,10.44,1306.83,-1.7,600510.1579,Completed
2020-07-24,2019,NRG,NRG Energy Inc,Direct Energy LP,Centrica PLC,3625.0,,13-07-2020,28.44,03-08-2020,28.9,5811.54,2.68,21083619.3151,Completed
2020-07-23,2019,COP,ConocoPhillips,Monetary acreage,Kelt Exploration Ltd,390.0,,10-07-2020,33.27,03-08-2020,31.08,43591.86,1.88,9752666.3840225,Completed
2020-07-23,2019,BYNN.MU,Rubis SCA,Texas Elementary Principals & Supervisors Association,Societe Financiere et Immobiliere Petrofrance SA,,,10-07-2020,30.61,03-08-2020,29.87,,,,Completed
2020-07-21,2019,ORA,Ormat Technologies Inc,Pomona Energy storage facility/Los Angeles,AltaGas Ltd,47.0,,10-07-2020,60.42,31-07-2020,57.84,3684.34,0.72,380143.7521,Completed
2020-07-21,2019,CE7.F,Crestview Exploration Inc,7 lode claims/Divide Mine project,,,,10-07-2020,0.28,31-07-2020,0.27,10.02,-6.79,,Completed
2020-07-20,2019,CVX,Chevron Corp,Noble Energy Inc,,12680.6,,09-07-2020,67.26,30-07-2020,70.13,122038.13,1.26,30076970.713,Completed
2020-07-20,2019,XTRM,Extreme Biodiesel Inc,North Star Homes LLC,,,,09-07-2020,0.0,30-07-2020,0.0,2.71,,,Completed
2020-07-20,2019,WEC,WEC Energy Group Inc,260.9-MW Blooming Grove Wind Energy Center,Invenergy LLC,,,09-07-2020,74.88,30-07-2020,81.49,24520.9,0.96,22141602.72,Completed
2020-07-17,2019,ENB.F,Ensign Energy Services Inc,Trinidad Drilling International,Halliburton Co,33.4,,,,,,,0.18,,Completed
2020-07-15,2019,INE.TO,Innergex Renewable Energy Inc,6 23 MW wind farms / Idaho,Terna Energy SA,56.69,,03-07-2020,16.1,27-07-2020,18.5,3487.55,0.31,,Completed
2020-07-14,2019,ANTGF,Advantagewon Oil Corp,Oil Well /Providence of Alberta,,0.0,,02-07-2020,0.18,24-07-2020,0.16,9.29,-42.9,,Completed
2020-07-09,2019,GNG.V,Goliath Resources Ltd,6 significant mineral claims blocks,,1.52,,26-06-2020,1.26,20-07-2020,1.68,40.97,-5.93,,Completed
2020-07-09,2019,UGI,UGI Corp,GHI Energy LLC,,,,26-06-2020,24.87,20-07-2020,25.73,5228.56,2.43,2040834.787,Completed
2020-07-07,2019,RUN,Sunrun Inc,Vivint Solar Inc,,2865.31,,26-06-2020,18.58,17-07-2020,36.81,5919.92,-14.14,25437.109,Completed
2020-07-07,2019,LOMEF,Lithium One Metals Inc,Bellechasse-Timmins property,Delta Resources Ltd,1.55,,,,,,,-0.98,,Completed
2020-07-05,2019,BRK-B,Berkshire Hathaway Inc,"Cove Point LNG LP,Iroquois Gas Transmission System LP,Eastern Gas Transmission & Storage Inc,Dominion Energy Carolina Gas Transmission LLC",Dominion Energy Inc,8000.0,,24-06-2020,177.53,15-07-2020,190.56,,1.71,,Completed
2020-06-30,2019,PEC-H.V,Peak Discovery Capital Ltd,Certain oil & gas facilties wells & rights,,0.1,,19-06-2020,0.75,10-07-2020,1.0,3.88,-840.63,,Completed
2020-06-29,2019,CE7.F,Crestview Exploration Inc,Aeromagnetic data for the Castile Mountain Project,Edcon-Prj Inc,,,18-06-2020,0.35,09-07-2020,0.3,13.16,-6.79,,Completed
2020-06-11,2019,POW.TO,Power Corp of Canada,Portfolio of renewable power,DREAM Unlimited Corp,,,29-05-2020,17.1,22-06-2020,18.24,10686.7,0.05,,Completed
2020-06-10,2019,SOWG,SOW GOOD INC,Freeze drier technology/US,S-FDF LLC,,,29-05-2020,4.35,22-06-2020,3.7,64.03,-5.86,,Completed
2020-06-08,2019,XFLS,Xfuels Inc,Cycle Energy Industries Inc,,,,28-05-2020,0.02,18-06-2020,0.02,10.86,,,Completed
2020-06-05,2019,BBLSQ,Petrolia Energy Corp,28000 acres of oil producing assets/Alberta,Blue Sky Resources Ltd/ Canada,2.01,,22-05-2020,0.06,15-06-2020,0.06,11.32,-6.23,,Completed
2020-06-04,2019,SMHI,SEACOR Marine Holdings Inc,SEACOSCO Offshore LLC,COSCO SHIPPING Holdings Co Ltd,3.63,,22-05-2020,1.54,15-06-2020,3.54,67.79,-3.61,3465.727892,Completed
2020-06-03,2019,POW.TO,Power Corp of Canada,Portfolio of 10.4 MW solar community/Minnesota,Emeren Group Ltd,,,22-05-2020,16.21,15-06-2020,18.17,11081.34,0.05,,Completed
2020-06-01,2019,0P0001I429,AGC Inc,Manufacturing facility/Boulder,AstraZeneca PLC,,,21-05-2020,95.62,11-06-2020,95.61,,,,Completed
2020-05-28,2019,L3L2.MU,Belmont Resources Inc,Come By Chance Property,,0.02,,15-05-2020,0.02,08-06-2020,0.02,2.04,-2.43,,Completed
2020-05-22,2019,ANTGF,Advantagewon Oil Corp,Four wells,,4.19,,11-05-2020,0.11,01-06-2020,0.15,3.1,-42.9,,Completed
2020-05-19,2019,HTPRF,HTC Purenergy Inc,KF Hemp Corp,,14.4,,06-05-2020,0.07,01-06-2020,0.07,2.92,,,Completed
2020-05-18,2019,FTK,Flotek Industries Inc,JP3 Measurement LLC,,34.47,,07-05-2020,4.86,28-05-2020,5.94,164.47,1.58,1501.084826,Completed
2020-05-18,2019,DKL,Delek Logistics Partners LP,Trucking asset/Delek US Holdings Inc,Delek US Holdings Inc,14.16,,07-05-2020,11.12,28-05-2020,15.67,704.13,1.73,,Completed
2020-05-14,2019,CVG.TO,Clairvest Group Inc,O&M business/SunPower,SunPower Corp,,,01-05-2020,39.36,25-05-2020,39.1,545.68,2.73,,Completed
2020-05-11,2019,DEC,Diversified Energy Co PLC,Certain upstream & midstream assets,EQT Corp,105.0,,,,,,,,1153185.8728999998,Completed
2020-05-08,2019,GCEH,Global Clean Energy Holdings Inc,Alon Bakersfield Property Inc,Delek US Holdings Inc,40.0,,27-04-2020,0.45,18-05-2020,0.85,45.16,-4.76,,Completed
2020-05-07,2019,PLUG,Plug Power Inc,"Giner Elx Inc,United Hydrogen Group Inc",,,,24-04-2020,4.4,18-05-2020,4.17,4082.13,-4.47,7545.153858,Completed
2020-05-06,2019,WTTR,Select Water Solutions Inc,Well chemical services business,Baker Hughes Co,10.0,,24-04-2020,3.75,18-05-2020,4.53,431.88,-0.12,85472.04815,Completed
2020-05-05,2019,SLNH,Soluna Holdings Inc,Intellectual property/Giga Watt Inc,Giga Watt Inc/Washington,0.2,,24-04-2020,15.0,15-05-2020,15.75,145.85,-7.39,,Completed
2020-05-04,2019,HPK,HighPeak Energy Inc,HPK Energy LP,,785.96,,23-04-2020,10.16,14-05-2020,10.11,1289.0,1.63,,Completed
2020-05-04,2019,NFG,National Fuel Gas Co,Upstream and Midstream Assets / Pennsylvania,Shell PLC,504.0,,23-04-2020,34.56,14-05-2020,33.85,2981.16,0.54,9219257.46,Completed
2020-05-04,2019,CNRC,Cunningham Natural Resources C,"HNR Oil Services LLC,HNR Financial LLC,Houston Natural Resources Inc",,,,,,,,,,,Completed
2020-05-04,2019,BRK-B,Berkshire Hathaway Inc,Montana Alberta Tie Line/US,Enbridge Inc,,,23-04-2020,185.63,14-05-2020,170.93,238106.0,1.71,,Completed
2020-05-03,2019,KLXE,KLX Energy Services Holdings Inc,Quintana Energy Services Inc,,105.92,,22-04-2020,3.65,13-05-2020,5.9,,-1.68,8519.320989,Completed
2020-05-03,2019,BX,Blackstone Inc,Aypa Power LLC,,,,22-04-2020,38.91,13-05-2020,42.41,,1.62,39166.06872,Completed
2020-04-24,2019,ROK.V,ROK Resources Inc,Certain producing oil & gas assets/Southeastern Saskatchewan,,0.05,,13-04-2020,0.09,04-05-2020,0.09,19.78,6.08,,Completed
2020-04-23,2019,4YJ0.MU,Spartan Delta Corp,Bellatrix Exploration Ltd,,77.42,,,,,,,0.56,,Completed
2020-04-22,2019,SPIEF,SPI Energy Co Ltd,1.9 MW solar project/Oregon,,,,09-04-2020,0.64,04-05-2020,1.1,23.07,-0.87,,Completed
2020-04-20,2019,CWEN,Clearway Energy Inc,Repowering Partnership II LLC,,70.0,,09-04-2020,15.83,30-04-2020,15.83,1254.33,0.02,,Completed
2020-04-14,2019,CE7.F,Crestview Exploration Inc,Divide Mine,Geological Services Inc,0.03,,03-04-2020,0.5,24-04-2020,0.42,28.51,-6.79,,Completed
2020-04-13,2019,TOU.TO,Tourmaline Oil Corp,Glacier gas plant,Advantage Energy Ltd,71.78,,02-04-2020,6.24,23-04-2020,9.19,2886.12,1.75,,Completed
2020-04-10,2019,7162.T,ASTMAX Co Ltd,Just Energy Japan KK,Just Energy Group Inc,,,30-03-2020,153.17,20-04-2020,166.08,2070.9,1.7,,Completed
2020-04-10,2019,6W8.F,Empire Petroleum Corp,Certain oil & gas properties/Houston,"Pardus Oil & Gas LLC,Pardus Oil & Gas Operating GP LLC",,,,,,,,-3.0,,Completed
2020-04-02,2019,EMR,Emerson Electric Co,American Governor Co,,,,20-03-2020,39.31,13-04-2020,45.64,23999.22,1.37,163945.0132,Completed
2020-03-31,2019,PANW,Palo Alto Networks Inc,CloudGenix Inc,"Charles River Ventures Inc (Fund: Charles River Partnership XV LP),Mayfield Fund LLC (Fund: Mayfield XIV LP),Bain Capital Venture Partners LLC (Fund: Bain Capital Venture Fund 2014 LP),Unknown Seller,Intel Capital Corp (Fund: Intel Capital Diversity Fund),NextEra Energy Inc (Fund: Clearsky Se...",420.0,,20-03-2020,23.92,13-04-2020,30.49,18092.99,1.28,11544.7901,Completed
2020-03-31,2019,DKL,Delek Logistics Partners LP,Big Spring gathering system,Delek US Holdings Inc,45.47,,20-03-2020,4.99,13-04-2020,5.92,298.84,1.73,,Completed
2020-03-31,2019,ROII,RiskOn International Inc,Banner Midstream Corp,White River Energy Corp,16.33,,20-03-2020,79.5,13-04-2020,88.35,2890.96,-171.95,,Completed
2020-03-30,2019,APD,Air Products and Chemicals Inc,5 hydrogen steam methane reformer plants/PBF Energy,PBF Energy Inc,530.0,,19-03-2020,169.56,09-04-2020,195.93,40780.91,1.54,16610073.21,Completed
2020-03-26,2019,BLOE.L,Block Energy PLC,Schlumberger Rustaveli Co Ltd,Schlumberger NV,,,13-03-2020,3.0,06-04-2020,2.6,2615.65,,,Completed
2020-03-25,2019,DCC.F,DCC PLC,Amerilab Technologies Inc,,,,13-03-2020,42.67,06-04-2020,51.2,4498.18,,,Completed
2020-03-17,2019,BEPC,Brookfield Renewable Corp,TerraForm Power Inc,,1837.76,7.94,,,,,,,,Completed
2020-03-17,2019,FEMFF,Linear Minerals Corp,"Kokanee Creek Property,Independence Gold Property",Geomap Exploration Inc,0.38,,06-03-2020,0.06,27-03-2020,0.05,2.16,-4.15,,Completed
2020-03-16,2019,IES.L,Invinity Energy Systems PLC,Avalon Battery Corp,,1042.95,,05-03-2020,52.99,26-03-2020,51.76,14116.14,,,Completed
2020-03-16,2019,CPX.TO,Capital Power Corp,Buckthorn Wind farm,John Laing Group Ltd,69.0,,05-03-2020,27.74,26-03-2020,20.51,2544.25,1.86,,Completed
2020-03-16,2019,MNSEF,Magnis Energy Technologies Ltd,Imperium3 New York Inc,Boston Energy & Innovation Pty Ltd,0.35,,05-03-2020,0.1,26-03-2020,0.1,119.95,,,Completed
2020-03-16,2019,SIXWF,Sixth Wave Innovations Inc,Geolithic Corp,TriLateral Energy LLC,0.3,,05-03-2020,2.74,26-03-2020,1.6,30.02,,,Completed
2020-03-12,2019,ALE,ALLETE Inc,300 MW Caddo Wind Project,Greenlight Energy Resources Inc,,,28-02-2020,55.5,23-03-2020,42.03,2916.6,0.75,4591359.202,Completed
2020-03-11,2019,EMR,Emerson Electric Co,Verdant Environmental Technologies Inc,,,,28-02-2020,57.16,23-03-2020,33.95,26216.62,1.37,163945.0132,Completed
2020-03-10,2019,PF6.DU,Parkland Corp,ConoMart Super Stores/Montana,,,,,,,,,,,Completed
2020-03-10,2019,NESTE.HE,Neste Oyj,Mahoney Environmental Inc,,,,28-02-2020,31.06,20-03-2020,20.22,20004.82,-0.87,,Completed
2020-03-06,2019,CIPI,Correlate Energy Corp,TRICCAR Holdings Inc,,137.6,,24-02-2020,1.6,16-03-2020,1.8,152.65,-43.54,,Completed
2020-03-05,2019,USEG,US Energy Corp,New Horizon Resources LLC,,0.42,,21-02-2020,5.23,16-03-2020,2.81,129.13,-3.51,,Completed
2020-03-04,2019,BX,Blackstone Inc,NRStor C&I Inc,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,,21-02-2020,51.44,16-03-2020,34.04,35717.39,1.62,39166.06872,Completed
2020-03-03,2019,MJHI,MJ Harvest Inc,Weedfarmsupply.com & other assets,Elevated Agricultural Solutions LLC,,,21-02-2020,1.6,13-03-2020,1.2,,,,Completed
2020-02-27,2019,AU000000BRK4.SG,Brookside Energy Ltd,2 SWISH AOI units,,,,,,,,,,,Completed
2020-02-26,2019,NU,Eversource Energy,Natural gas assets/Columbia Gas of Massachusetts,NiSource Inc,1100.0,,,,,,,1.14,,Completed
2020-02-25,2019,BSNLF,Blue Star Helium Ltd,17612 gross acres of helium leases/Colorado,,,,14-02-2020,0.0,06-03-2020,0.0,13.47,,,Completed
2020-02-24,2019,TOU.TO,Tourmaline Oil Corp,Chinook Energy Inc,,16.77,,13-02-2020,8.88,05-03-2020,7.71,3143.37,1.75,,Completed
2020-02-21,2019,DNAX,DNA Brands Inc,954Solar LLC,,,,10-02-2020,0.22,02-03-2020,0.18,792.17,-215.82,,Completed
2020-02-18,2019,POW.TO,Power Corp of Canada,3.5 MW community solar project,International Sourcing & Marketing Ltd,,,07-02-2020,25.5,28-02-2020,22.15,15181.78,0.05,,Completed
2020-02-13,2019,TOBAF,TAAT Global Alternatives Inc,TAAT International LLC,,2.3,,31-01-2020,3.19,24-02-2020,3.19,73.72,-0.31,,Completed
2020-02-12,2019,TOBAF,TAAT Global Alternatives Inc,TT Enterprises Inc,,1.33,,31-01-2020,3.19,24-02-2020,3.19,73.72,-0.31,,Completed
2020-02-11,2019,D,Dominion Energy Inc,Atlantic Coast Pipeline LLC,Southern Co Gas,175.0,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,25578454.269471463,Completed
2020-02-11,2019,D,Dominion Energy Inc,Atlantic Coast Pipeline LLC,Southern Co Gas,175.0,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,25578454.269471463,Completed
2020-02-11,2019,D,Dominion Energy Inc,Pivotal Lng Inc,,,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,25578454.269471463,Completed
2020-02-11,2019,D,Dominion Energy Inc,Pivotal Lng Inc,,,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,25578454.269471463,Completed
2020-02-10,2019,AEPT,American Energy Partners Inc,Oilfield Basics LLC,,,,30-01-2020,0.4,20-02-2020,0.32,346.33,,,Completed
2020-02-05,2019,HLMA.L,Halma PLC,Sensit Technologies LLC,,51.5,,24-01-2020,2161.13,17-02-2020,2194.12,831742.91,,,Completed
2020-02-05,2019,DYD0.F,Sonoran Desert Copper Corp,Kelly Palladium project/Sudbury,,0.02,,24-01-2020,0.17,17-02-2020,0.14,6.22,-268.95,,Completed
2020-02-04,2019,EMBYF,Nexera Energy Inc,30 oil & gas leases/Texas,Advantagewon Oil Corp,0.26,,24-01-2020,0.07,14-02-2020,0.07,7.94,-11.54,,Completed
2020-02-03,2019,ARE.TO,Aecon Group Inc,Voltage Power Ltd,,22.58,,23-01-2020,13.71,13-02-2020,14.12,847.55,1.69,,Completed
2020-02-03,2019,WCHEF,Winchester Energy Ltd,Bast Oil Field,,,,23-01-2020,0.03,13-02-2020,0.03,40.89,,,Completed
2020-02-01,2019,PBF,PBF Energy Inc,Equilon Enterprises LLC,,,,21-01-2020,27.78,11-02-2020,26.0,,-2.28,5325207.091,Completed
2020-01-28,2019,YXEP.F,Quebec Precious Metals Corp,Elmer East/Quebec,Azimut Exploration Inc,,,17-01-2020,0.23,07-02-2020,0.19,22.59,-98.29,,Completed
2020-01-24,2019,CNA.L,Centrica PLC,Package of Liquids-rich natual gas assets,Ovintiv Inc,44.13,,13-01-2020,87.52,03-02-2020,85.62,455819.6,,,Completed
2020-01-24,2019,VTOL,Bristow Group Inc,Bristow Group Inc/old,,,,13-01-2020,17.9,03-02-2020,20.02,586.3,1.35,746623.095894,Completed
2020-01-23,2019,SIE.V,Sienna Resources Inc,Marathon North Palladium Property,,,,10-01-2020,0.05,03-02-2020,0.08,18.24,-22.54,,Completed
2020-01-22,2019,SPM.MI,Saipem SpA,CO2 capture technology/CO2 Solutions Inc,CO2 Solutions Inc,,,10-01-2020,11.12,03-02-2020,9.21,20790.81,,,Completed
2020-01-21,2019,CAVR,CAVU Resources Inc,Sinacori Builders LLC,,4.7,,10-01-2020,0.01,31-01-2020,0.01,14.86,,,Completed
2020-01-20,2019,IPCO.TO,International Petroleum Corp,Granite Oil Corp,,60.01,5.56,09-01-2020,5.69,30-01-2020,4.85,646.75,0.02,,Completed
2020-01-20,2019,PWR,Quanta Services Inc,Catalyst Changers Inc,,,,09-01-2020,40.81,30-01-2020,39.45,,1.63,257681.399,Completed
2020-01-16,2019,PF6.DU,Parkland Corp,Kellerstrass Enterprises Inc,,,,,,,,,,,Completed
2020-01-15,2019,CAPL,CrossAmerica Partners LP,Retail & wholesale operations,,35.22,,03-01-2020,10.23,27-01-2020,10.82,382.48,1.28,,Completed
2020-01-15,2019,TECK,Teck Resources Ltd,1.05 MW SunMine solar energy facility,City of Kimberley,1.53,,03-01-2020,15.91,27-01-2020,12.51,7499.08,0.85,,Completed
2020-01-14,2019,VENI.CN,Vencanna Ventures Inc,Galenas New Jersey LLC,"Medical Investor Holdings LLC,Medical Investment Fund A LP",0.13,,03-01-2020,0.02,24-01-2020,0.03,4.45,-5.49,,Completed
2020-01-09,2019,SPB.TO,Superior Plus Corp,Western Propane Service,,,,27-12-2019,9.24,20-01-2020,9.31,2170.8,-0.02,,Completed
2020-01-08,2019,NKO.F,Nikkiso Co Ltd,Alternative Fuels Division,GP Strategies Corp,,,27-12-2019,0.25,20-01-2020,0.25,16.45,0.97,,Completed
2020-01-06,2019,TDY,Teledyne Technologies Inc,OakGate Technology Inc,,,,26-12-2019,346.43,16-01-2020,377.54,16796.36,1.4,65407.69973,Completed
2020-01-06,2019,TGC0.F,TGS ASA,Log database & associated intellectual property,Petrophysical Solutions Inc,,,,,,,,0.94,,Completed
2020-01-01,2019,INFA.F,SciDev Ltd,Highland Fluid Technology Inc,,4.44,,20-12-2019,0.42,13-01-2020,0.46,,,,Completed
2019-12-31,2018,SUMA.BE,Sumitomo Corp,Customer contracts & natural gas/Georgia,Just Energy Group Inc,3.4,,20-12-2019,66059.24,10-01-2020,64580.31,,-0.16,,Completed
2019-12-31,2018,STXPF,Stuhini Exploration Ltd,Ruby Creek Property,Global Drilling Solutions Inc,0.82,,,,,,,-1.21,,Completed
2019-12-30,2018,SEITL.XC,Sdcl Energy Efficiency Income Trust PLC,298MW energy efficiency portfolio/Indiana,"Private Investor,Fortistar LLC",110.0,,19-12-2019,105.65,09-01-2020,108.14,116837.68,,,Completed
2019-12-23,2018,EFVIF,EF EnergyFunders Ventures Inc,EF Resources Inc,,,,12-12-2019,0.03,02-01-2020,0.04,15.46,-255.75,,Completed
2019-12-19,2018,CHX,ChampionX Corp,ChampionX Holding Inc,Ecolab Inc,492.0,,06-12-2019,26.36,30-12-2019,32.89,5981.86,2.39,16364.41827,Completed
2019-12-19,2018,TGC0.F,TGS ASA,3D seismic surveys assets,,,,,,,,,0.94,,Completed
2019-12-18,2018,PHX,PHX Minerals Inc,700 net mineral acres,,9.56,,06-12-2019,10.98,30-12-2019,9.49,381.24,0.68,19983.477,Completed
2019-12-18,2018,15A.SG,O3 Mining Inc,4 mining claims/Quebec,Kinross Gold Corp,0.84,,,,,,,,,Completed
2019-12-17,2018,NVAC.F,Banpu PCL,Barnett Shale assets/Devon Energy Corp,Devon Energy Corp,490.0,,06-12-2019,0.0,27-12-2019,0.0,-0.04,-0.56,,Completed
2019-12-13,2018,15A.SG,O3 Mining Inc,Simkar property/Quebec,Monarch Gold Corp,0.9,,,,,,,,,Completed
2019-12-09,2018,CWEN,Clearway Energy Inc,527 MW carlsbad energy center,Global Infrastructure Management LLC,184.0,,27-11-2019,15.45,19-12-2019,15.37,1268.51,0.02,,Completed
2019-12-03,2018,SIRC,Solar Integrated Roofing Corp,Milholland Electric Inc,,,,22-11-2019,4.27,13-12-2019,3.21,48566.58,,,Completed
2019-11-25,2018,BTC-USD,"Shinhan Financial Group Co Ltd,ST International Corp,KDB Infrastructure Investments Asset Management Co Ltd (Fund: KIAM Power Energy PEF No 3),EIP Investment Co Ltd",Utopia Pipeline/Riverstone Holdings LLC,Riverstone Holdings LLC,500.0,,14-11-2019,8708.09,05-12-2019,7448.31,,,,Completed
2019-11-22,2018,HTPRF,HTC Purenergy Inc,Kase Farma Inc,Starling Brands Inc,3.19,,05-11-2019,0.23,10-12-2019,0.15,,,,Completed
2019-11-22,2018,PF6.DU,Parkland Corp,Mort Distributing Inc,,,,,,,,,,,Completed
2019-11-20,2018,REP.MU,Repsol SA,Belmont Technology Inc/TX,,,,08-11-2019,10.47,02-12-2019,9.94,,0.21,,Completed
2019-11-18,2018,15A.SG,O3 Mining Inc,Garrison project/Ontario,Metals Creek Resources Corp,0.25,,,,,,,,,Completed
2019-11-15,2018,ROK.V,ROK Resources Inc,ROK Resources Inc/CA,,0.77,,04-11-2019,0.06,25-11-2019,0.12,21.98,6.08,,Completed
2019-11-12,2018,DCC.F,DCC PLC,Ion Labs Inc,,60.0,,01-11-2019,71.3,22-11-2019,64.35,6846.13,,,Completed
2019-11-12,2018,KRP,Kimbell Royalty Partners LP,Certain mineral & royalty asset/Buckhorn Resources GP,Buckhorn Resources GP LLC,36.3,,01-11-2019,8.26,22-11-2019,8.23,773.28,-2.9,,Completed
2019-11-07,2018,EDRVF,EDP Renovaveis SA,278 MW 3 solar plants/US,First Solar Inc,,,25-10-2019,10.67,18-11-2019,10.77,11418.25,-2.42,,Completed
2019-11-06,2018,EPM,Evolution Petroleum Corp,Certain Assets,Merit Energy Co LLC,9.5,,25-10-2019,4.09,18-11-2019,3.85,135.68,-1.14,17039.212,Completed
2019-11-05,2018,TGC0.F,TGS ASA,Kingfisher 3D seismic survey,,,,,,,,,0.94,,Completed
2019-11-05,2018,UBS,UBS Group AG,Phoenix Wind Repower,,,,25-10-2019,9.98,15-11-2019,10.36,33314.15,0.05,1479.949096,Completed
2019-11-04,2018,PHCG,Pure Harvest Corp Group Inc,Solar Cultivation Technologies Inc,,,,,,,,,,,Completed
2019-10-25,2018,D,Dominion Energy Inc,Solar Generating Project,First Solar Inc,,,14-10-2019,64.04,04-11-2019,65.46,55000.13,-0.07,20896503.62450793,Completed
2019-10-21,2018,VTOL,Bristow Group Inc,Aero Design Ltd,,,,10-10-2019,19.3,31-10-2019,19.34,619.51,1.35,833498.0145305,Completed
