Announce Date,Announce_Date_DT,Reference_Date,Reference_Year,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Acquirer_GHG_Emissions,Annual_Sales,Carbon_Intensity,Target_Classification,Acquirer_Classification,status,ticker,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Percent_Return
20-08-2019,20-08-2019,20-08-2018,2018,VST,Vistra Corp,Ambit Energy Holdings LLC,,475.0,,Completed,104042108.8,9144.0,11378.183377077865,Brown,Brown,Success,VST,09-08-2019,19.19,30-08-2019,21.64,12.74
31-07-2019,31-07-2019,31-07-2018,2018,RUN,Sunrun Inc,Specified customer pipeline & assembled workforce,Omni Energy LLC,2.7,,Completed,33181.9773,759.981,43.661587987068096,Neutral,Brown,Success,RUN,19-07-2019,19.77,12-08-2019,16.01,-19.02
24-07-2019,24-07-2019,24-07-2018,2018,TTE,TotalEnergies SE,Mide Technology Corp,,,,Completed,40709232.89,184106.0,221.11844747047897,Neutral,Brown,Success,TTE,12-07-2019,39.82,05-08-2019,34.66,-12.95
24-07-2019,24-07-2019,24-07-2018,2018,AEP,American Electric Power Co Inc,Santa Rita East Wind Project,Invenergy Renewables LLC,,,Completed,38010092.99,16195.7,2346.924985644337,Green,Brown,Success,AEP,12-07-2019,73.49,05-08-2019,71.67,-2.47
28-06-2019,28-06-2019,28-06-2018,2018,CMI,Cummins Inc,Hydrogenics Corp,,263.28,,Completed,305969.701,23771.0,12.871553615750283,Green,Green,Success,CMI,17-06-2019,139.63,08-07-2019,145.46,4.18
24-06-2019,24-06-2019,24-06-2018,2018,AROC,Archrock Inc,Elite Compression Services LLC,JDH Capital LLC,406.54,,Completed,15828.48008,904.441,17.500843150631162,Brown,Green,Success,AROC,13-06-2019,6.61,05-07-2019,7.33,10.85
17-06-2019,17-06-2019,17-06-2018,2018,VATE,INNOVATE Corp,Ampcng LLC,,41.0,,Completed,34472.78111,1976.7,17.439561445844085,Green,Green,Success,VATE,06-06-2019,-7.03,27-06-2019,-7.06,
17-06-2019,17-06-2019,17-06-2018,2018,TTE,TotalEnergies SE,Go Electric Inc,,,,Completed,40709232.89,184106.0,221.11844747047897,Green,Brown,Success,TTE,06-06-2019,37.13,27-06-2019,39.22,5.63
11-06-2019,11-06-2019,11-06-2018,2018,PBF,PBF Energy Inc,Martinez refinery,Shell PLC,1200.0,,Completed,7313100.587,27186.1,269.00145982689685,Brown,Brown,Success,PBF,31-05-2019,23.96,21-06-2019,25.87,7.95
11-06-2019,11-06-2019,11-06-2018,2018,PLUG,Plug Power Inc,EnergyOr Technologies Inc,,,,Completed,5775.311039,174.215,33.15048095169762,Green,Brown,Success,PLUG,31-05-2019,2.56,21-06-2019,2.3,-10.16
10-06-2019,10-06-2019,10-06-2018,2018,CRK,Comstock Resources Inc,Covey Park Energy LLC,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,,Completed,161084.5295,390.251,412.7715995602831,Brown,Brown,Success,CRK,30-05-2019,4.36,20-06-2019,4.89,12.17
03-06-2019,03-06-2019,03-06-2018,2018,TTE,TotalEnergies SE,Toshiba America LNG Corp,Toshiba Corp,15.0,,Completed,40709232.89,184106.0,221.11844747047897,Brown,Brown,Success,TTE,23-05-2019,36.88,13-06-2019,37.26,1.05
30-05-2019,30-05-2019,30-05-2018,2018,DUK,Duke Energy Corp,Palmer Solar project,Juwi Inc,,,Completed,96560349.13,24521.0,3937.863428489866,Green,Brown,Success,DUK,17-05-2019,69.02,10-06-2019,68.3,-1.04
30-05-2019,30-05-2019,30-05-2018,2018,DUK,Duke Energy Corp,150-MW solar project/California,Clearway Energy Group LLC,,,Completed,96560349.13,24521.0,3937.863428489866,Green,Brown,Success,DUK,17-05-2019,69.02,10-06-2019,68.3,-1.04
22-05-2019,22-05-2019,22-05-2018,2018,NRG,NRG Energy Inc,Retail energy business/Stream Energy Inc,Stream Energy Inc,300.0,,Completed,24788985.37,9478.0,2615.423652015193,Brown,Brown,Success,NRG,10-05-2019,31.35,03-06-2019,28.8,-8.12
22-05-2019,22-05-2019,22-05-2018,2018,OGE,OGE Energy Corp,AES Shady Point plant/Oklahoma,,,,Completed,14129997.23,2270.3,6223.845848566269,Brown,Brown,Success,OGE,10-05-2019,32.05,03-06-2019,32.56,1.59
17-05-2019,17-05-2019,17-05-2018,2018,DUK,Duke Energy Corp,100MW Lapetus Solar Energy Project,7x Energy Inc,,,Completed,96560349.13,24521.0,3937.863428489866,Green,Brown,Success,DUK,06-05-2019,70.06,28-05-2019,68.95,-1.59
16-05-2019,16-05-2019,16-05-2018,2018,CSIQ,Canadian Solar Inc,100-MW solar farm,Goldman Sachs Group Inc/The,,,Completed,159679.6537,3744.512,42.64364854485711,Green,Brown,Success,CSIQ,03-05-2019,21.45,28-05-2019,17.77,-17.16
14-05-2019,14-05-2019,14-05-2018,2018,NGL,NGL Energy Partners LP,Mesquite Disposals Unlimited LLC,Mesquite SWD Inc,892.5,,Completed,15.83623286,16907.296,0.000936651,Brown,Green,Success,NGL,03-05-2019,10.83,24-05-2019,11.73,8.31
09-05-2019,09-05-2019,09-05-2018,2018,OXY,Occidental Petroleum Corp,Anadarko Petroleum Corp,,55162.46,8.05,Completed,10369999.94,17824.0,581.7998171005386,Brown,Brown,Success,OXY,26-04-2019,53.91,20-05-2019,47.0,-12.8
08-05-2019,08-05-2019,08-05-2018,2018,MPLX,MPLX LP,Andeavor Logistics LP,Marathon Petroleum Corp,10178.07,10.59,Completed,5300000.0,7005.0,756.6024268379729,Brown,Brown,Success,MPLX,26-04-2019,17.6,20-05-2019,17.34,-1.5
08-05-2019,08-05-2019,08-05-2018,2018,MPLX,MPLX LP,Andeavor Logistics LP,,3288.99,7.26,Completed,5300000.0,7005.0,756.6024268379729,Brown,Brown,Success,MPLX,26-04-2019,17.6,20-05-2019,17.34,-1.5
06-05-2019,06-05-2019,06-05-2018,2018,TTE,TotalEnergies SE,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Occidental Petroleum Corp,8800.0,,Completed,40709232.89,184106.0,221.11844747047897,Brown,Brown,Success,TTE,25-04-2019,38.89,16-05-2019,37.77,-2.88
06-05-2019,06-05-2019,06-05-2018,2018,AMPY,Amplify Energy Corp,Amplify Energy Corp/TX,,484.75,5.09,Completed,113197.8642,340.144,332.79394668140554,Brown,Brown,Success,AMPY,25-04-2019,10.36,16-05-2019,7.2,-30.55
01-05-2019,01-05-2019,01-05-2018,2018,ULBI,Ultralife Corp,Southwest Electronic Energy Corp,,,,Completed,3475.373149,87.19,39.85976773712582,Neutral,Brown,Success,ULBI,18-04-2019,10.93,13-05-2019,8.6,-21.32
29-04-2019,29-04-2019,29-04-2018,2018,GNRC,Generac Holdings Inc,Pika Energy Inc,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,Completed,63554.43946,2023.464,31.40873248053833,Green,Brown,Success,GNRC,18-04-2019,55.02,09-05-2019,58.08,5.56
29-04-2019,29-04-2019,29-04-2018,2018,HLX,Helix Energy Solutions Group Inc,Hampton Inn & Suites Mystic,Hilton Worldwide Holdings Inc,,,Completed,18016.2625,739.818,24.352290022681256,Neutral,Green,Success,HLX,18-04-2019,8.38,09-05-2019,7.48,-10.74
23-04-2019,23-04-2019,23-04-2018,2018,MUR,Murphy Oil Corp,Deep Water Gulf of Mexico oil assets,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375.0,,Completed,1347884.951,1764.498,763.8914583722964,Brown,Brown,Success,MUR,12-04-2019,24.13,03-05-2019,21.54,-10.74
22-04-2019,22-04-2019,22-04-2018,2018,NOG,Northern Oil and Gas Inc,Williston Basin properties/Valorem Energy LLC,Valorem Energy LLC,295.0,,Completed,229013.7782,678.9245,337.31847679675724,Green,Brown,Success,NOG,11-04-2019,23.0,02-05-2019,20.53,-10.73
11-04-2019,11-04-2019,11-04-2018,2018,REI,Ring Energy Inc,Northwest shelf assets/Texas,Wishbone Energy Partners LLC,275.86,,Completed,49559.58721,108.9117,455.0437392,Brown,Brown,Success,REI,29-03-2019,5.87,22-04-2019,5.45,-7.16
11-03-2019,11-03-2019,11-03-2018,2018,WM,Waste Management Inc,PetroWaste Environmental LP,Tailwater Capital LLC,,,Completed,16272145.03,14914.0,1091.0651086227706,Brown,Brown,Success,WM,28-02-2019,91.15,21-03-2019,92.26,1.21
01-03-2019,01-03-2019,01-03-2018,2018,WTTR,Select Water Solutions Inc,Gregory Rockhouse Ranch Inc,,59.6,,Completed,125942.8234,1528.93,82.37317823575964,Neutral,Brown,Success,WTTR,15-02-2019,8.76,11-03-2019,9.65,10.05
01-03-2019,01-03-2019,01-03-2018,2018,WTTR,Select Water Solutions Inc,Pro-Well Testing & Wireline Inc,,12.4,,Completed,125942.8234,1528.93,82.37317823575964,Neutral,Brown,Success,WTTR,15-02-2019,8.76,11-03-2019,9.65,10.05
01-03-2019,01-03-2019,01-03-2018,2018,WTTR,Select Water Solutions Inc,Resource Water Transfer Services LP,,9.0,,Completed,125942.8234,1528.93,82.37317823575964,Neutral,Brown,Success,WTTR,15-02-2019,8.76,11-03-2019,9.65,10.05
26-02-2019,26-02-2019,26-02-2018,2018,REI,Ring Energy Inc,North central basin platform assets/Texas,Wishbone Energy Partners LLC,291.26,,Completed,49559.58721,108.9117,455.0437392,Brown,Brown,Success,REI,15-02-2019,6.29,08-03-2019,5.95,-5.41
12-02-2019,12-02-2019,12-02-2018,2018,AEP,American Electric Power Co Inc,AEP Wind Holdings LLC,Sempra,894.0,,Completed,38010092.99,16195.7,2346.924985644337,Green,Brown,Success,AEP,01-02-2019,63.36,22-02-2019,66.01,4.18
07-02-2019,07-02-2019,07-02-2018,2018,VST,Vistra Corp,Crius Energy Trust,,494.95,7.32,Completed,104042108.8,9144.0,11378.183377077865,Neutral,Brown,Success,VST,25-01-2019,21.16,19-02-2019,22.83,7.87
30-01-2019,30-01-2019,30-01-2018,2018,CVX,Chevron Corp,"Pasadena Refining System Inc,Prsi Trading LLC",Petrobras America Inc,350.0,,Completed,33080349.48,158902.0,208.18082518785164,Brown,Brown,Success,CVX,18-01-2019,87.03,11-02-2019,89.0,2.26
30-01-2019,30-01-2019,30-01-2018,2018,NGL,NGL Energy Partners LP,Wholesale propane business,DCP Midstream LP,,,Completed,15.83623286,16907.296,0.000936651,Neutral,Green,Success,NGL,18-01-2019,8.56,11-02-2019,8.98,4.9
21-01-2019,21-01-2019,21-01-2018,2018,HLX,Helix Energy Solutions Group Inc,Lease in GOM,Marathon Oil Corp,,,Completed,18016.2625,739.818,24.352290022681256,Brown,Green,Success,HLX,10-01-2019,6.76,31-01-2019,6.83,1.04
18-01-2019,18-01-2019,18-01-2018,2018,CVI,CVR Energy Inc,CVR Refining LP,,300.97,2.71,Completed,2336579.177,7124.0,327.9869704,Neutral,Brown,Success,CVI,07-01-2019,21.12,28-01-2019,21.84,3.37
18-01-2019,18-01-2019,18-01-2018,2018,SUN,Sunoco LP,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC","Marathon Petroleum Corp,Schmitt Sales Inc",50.0,,Completed,18978.988,16994.0,1.1168052253736611,Neutral,Green,Success,SUN,07-01-2019,16.31,28-01-2019,17.53,7.52
16-01-2019,16-01-2019,16-01-2018,2018,AMRC,Ameresco Inc,Maximum Solar LLC,,,,Completed,21124.05526,787.138,26.83653344140417,Green,Green,Success,AMRC,04-01-2019,14.54,28-01-2019,14.63,0.62
15-01-2019,15-01-2019,15-01-2018,2018,CE,Celanese Corp,Synthesis gas production unit,Linde PLC,,,Completed,907971.5457,7155.0,126.9002859119497,Brown,Brown,Success,CE,04-01-2019,80.09,25-01-2019,85.18,6.35
11-01-2019,11-01-2019,11-01-2018,2018,ADM,Archer-Daniels-Midland Co,Florida Chemical Co Inc,Flotek Industries Inc,175.0,,Completed,7239751.969,64341.0,112.52159539640354,Brown,Brown,Success,ADM,31-12-2018,34.22,22-01-2019,36.39,6.32
21-12-2018,21-12-2018,21-12-2017,2017,ARES,Ares Management Corp,3 Operating utility-scale wind facilities/Texas,BP PLC,,,Completed,745.7520766,1674.707,0.4453030151542926,Green,Green,Success,ARES,10-12-2018,17.27,31-12-2018,14.32,-17.09
20-12-2018,20-12-2018,20-12-2017,2017,OGE,OGE Energy Corp,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK","AES Corp/The,Oklahoma Cogeneration LLC",53.0,,Completed,15205143.73,2261.1,6724.666635708284,Brown,Brown,Success,OGE,07-12-2018,30.68,31-12-2018,29.71,-3.14
20-12-2018,20-12-2018,20-12-2017,2017,REI,Ring Energy Inc,Certain Assets,Carlyle Group Inc/The,17.38,,Completed,31907.69796,66.5798,479.23991901447584,Neutral,Brown,Success,REI,07-12-2018,7.02,31-12-2018,5.08,-27.64
19-12-2018,19-12-2018,19-12-2017,2017,TDY,Teledyne Technologies Inc,Scientific Imaging businesses/Roper,Roper Technologies Inc,225.0,,Completed,61951.72531,2149.9,28.81609624168566,Neutral,Green,Success,TDY,07-12-2018,204.02,31-12-2018,207.07,1.49
19-12-2018,19-12-2018,19-12-2017,2017,CPK,Chesapeake Utilities Corp,Marlin Gas Transport Inc,,,,Completed,226696.7985,617.583,367.0709824,Brown,Brown,Success,CPK,07-12-2018,79.09,31-12-2018,72.48,-8.35
18-12-2018,18-12-2018,18-12-2017,2017,CPK,Chesapeake Utilities Corp,Propane operating assets/RF Ohl Fuel Oil Inc,RF Ohl Fuel Oil Inc,,,Completed,226696.7985,617.583,367.0709824,Brown,Brown,Success,CPK,07-12-2018,79.09,28-12-2018,70.98,-10.25
17-12-2018,17-12-2018,17-12-2017,2017,VVV,Valvoline Inc,Valvoline Instant Oil Change service centers/Southern California,,,,Completed,10140.3066,2084.0,4.865790115163148,Brown,Green,Success,VVV,06-12-2018,19.32,27-12-2018,17.78,-7.97
12-12-2018,12-12-2018,12-12-2017,2017,SPXC,SPX Technologies Inc,Marine & obstruction lighting business/Carmanah Technologies Corp,Carmanah Technologies Corp,57.77,,Completed,30714.2735,1425.8,21.541782508065648,Neutral,Green,Success,SPXC,30-11-2018,29.58,24-12-2018,25.5,-13.79
12-12-2018,12-12-2018,12-12-2017,2017,KMI,Kinder Morgan Inc,Oilfield/Borden Reinecke USA,Sino GeoPhysical Co Ltd,19.57,,Completed,1707366.275,13705.0,124.5798084640642,Brown,Brown,Success,KMI,30-11-2018,11.72,24-12-2018,10.1,-13.83
12-12-2018,12-12-2018,12-12-2017,2017,BKH,Black Hills Corp,29MW Busch Ranch wind farm/Colorado,AltaGas Ltd,16.0,,Completed,3918307.121,1680.266,2331.9564408254405,Green,Brown,Success,BKH,30-11-2018,52.62,24-12-2018,47.98,-8.82
10-12-2018,10-12-2018,10-12-2017,2017,ENB,Enbridge Inc,Leismer pipelines & Cheecham storage terminal,Athabasca Oil Corp,197.93,,Completed,8305905.156,44378.0,187.16267420794088,Brown,Brown,Success,ENB,29-11-2018,22.87,20-12-2018,21.46,-6.14
30-11-2018,30-11-2018,30-11-2017,2017,AMRC,Ameresco Inc,TerraNavigator LLC,,,,Completed,17007.8228,717.152,23.71578522,Green,Green,Success,AMRC,19-11-2018,14.37,10-12-2018,14.72,2.44
27-11-2018,27-11-2018,27-11-2017,2017,APH,Amphenol Corp,SSI Controls Technologies,SSI Technologies Inc,400.0,,Completed,66150.0,7011.3,9.434769586239357,Neutral,Green,Success,APH,16-11-2018,20.82,07-12-2018,19.6,-5.85
26-11-2018,26-11-2018,26-11-2017,2017,D,Dominion Energy Inc,Dominion Energy Midstream Partners LP,,891.98,4.56,Completed,30334871.76,12586.0,2410.2075131098045,Brown,Brown,Success,D,15-11-2018,55.23,06-12-2018,56.86,2.95
19-11-2018,19-11-2018,19-11-2017,2017,NEE,NextEra Energy Inc,Trans Bay Cable LLC,SteelRiver Infrastructure Partners LP,1000.0,,Completed,39293829.13,17173.0,2288.1167606125896,Neutral,Brown,Success,NEE,08-11-2018,37.21,29-11-2018,38.13,2.46
15-11-2018,15-11-2018,15-11-2017,2017,SUN,Sunoco LP,Refined Products Terminals business/American Midstream Partners LP,American Midstream Partners LP,125.0,,Completed,18366.1874,11723.0,1.5666798089226306,Brown,Green,Success,SUN,02-11-2018,15.54,26-11-2018,16.4,5.56
13-11-2018,13-11-2018,13-11-2017,2017,PUMP,ProPetro Holding Corp,Pressure pumping assets/Pioneer Natural Resources Co,Pioneer Natural Resources Co,398.37,,Completed,17796.83557,981.865,18.125542279233905,Brown,Green,Success,PUMP,02-11-2018,17.59,23-11-2018,17.94,1.99
08-11-2018,08-11-2018,08-11-2017,2017,WES,Western Midstream Partners LP,Western Midstream Operating LP,,9369.62,13.93,Completed,6916.393606,2248.356,3.076200390863368,Brown,Green,Success,WES,26-10-2018,16.59,19-11-2018,16.62,0.16
06-11-2018,06-11-2018,06-11-2017,2017,XEL,Xcel Energy Inc,Mankato Energy Center LLC,Southern Co/The,650.0,,Completed,47199447.36,11404.0,4138.850172,Brown,Brown,Success,XEL,26-10-2018,39.9,16-11-2018,42.0,5.26
06-11-2018,06-11-2018,06-11-2017,2017,FANG,Diamondback Energy Inc,Northwest Martin & Northeast Andrews oil production assets/TX,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,Completed,576499.1116,1211.839,475.7225271673877,Brown,Brown,Success,FANG,26-10-2018,90.01,16-11-2018,90.54,0.6
01-11-2018,01-11-2018,01-11-2017,2017,OVV,Ovintiv Inc,Ovintiv Exploration Inc,,2172.0,1.55,Completed,3136000.166,4443.0,705.8294319153725,Brown,Brown,Success,OVV,19-10-2018,46.92,12-11-2018,35.27,-24.84
31-10-2018,31-10-2018,31-10-2017,2017,FANG,Diamondback Energy Inc,Ajax Resources LLC,Kelso & Co LP,,,Completed,576499.1116,1211.839,475.7225271673877,Brown,Brown,Success,FANG,19-10-2018,100.56,12-11-2018,87.22,-13.27
25-10-2018,25-10-2018,25-10-2017,2017,PTEN,Patterson-UTI Energy Inc,Current Power Solutions Inc,,,,Completed,200653.7296,2356.684,85.14239906580602,Neutral,Brown,Success,PTEN,12-10-2018,14.5,05-11-2018,15.06,3.87
18-10-2018,18-10-2018,18-10-2017,2017,SRE,Sempra,InfraREIT Inc,,1864.34,15.51,Completed,5113015.156,9640.0,530.3957630705395,Neutral,Brown,Success,SRE,05-10-2018,47.14,29-10-2018,45.66,-3.15
18-10-2018,18-10-2018,18-10-2017,2017,VLO,Valero Energy Corp,Valero Energy Partners LP,,950.47,7.54,Completed,26831803.32,93980.0,285.5054620131943,Brown,Brown,Success,VLO,05-10-2018,89.09,29-10-2018,66.47,-25.39
16-10-2018,16-10-2018,16-10-2017,2017,SUN,Sunoco LP,Fuel distribution business/Brenco Marketing Corp,Brenco Marketing Corp,24.0,,Completed,18366.1874,11723.0,1.5666798089226306,Neutral,Green,Success,SUN,05-10-2018,16.82,26-10-2018,15.17,-9.86
16-10-2018,16-10-2018,16-10-2017,2017,TDY,Teledyne Technologies Inc,Certain Assets,Falcon Analytical Systems & Technologies LLC,,,Completed,61951.72531,2149.9,28.81609624168566,Neutral,Green,Success,TDY,05-10-2018,238.67,26-10-2018,216.06,-9.47
15-10-2018,15-10-2018,15-10-2017,2017,NINE,Nine Energy Service Inc,Magnum Oil Tools International Ltd,,496.21,,Completed,18674.06464,2603.8,7.171850618,Brown,Green,Success,NINE,04-10-2018,32.3,25-10-2018,35.47,9.81
11-10-2018,11-10-2018,11-10-2017,2017,EXC,Exelon Corp,PFMG Solar LLC,Spear Point Energy LLC,,,Completed,10200734.34,33586.0,303.7198338593461,Green,Brown,Success,EXC,28-09-2018,24.83,22-10-2018,24.74,-0.37
08-10-2018,08-10-2018,08-10-2017,2017,FET,Forum Energy Technologies Inc,Global Heat Transfer Inc,Pelican Energy Partners LP,,,Completed,10986.90752,818.62,13.421254696928978,Brown,Green,Success,FET,27-09-2018,209.0,18-10-2018,185.6,-11.2
27-09-2018,27-09-2018,27-09-2017,2017,MPLX,MPLX LP,430 acre Pin Oak Terminals facility,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450.0,,Completed,434750.1091,3867.0,112.42568117403673,Neutral,Brown,Success,MPLX,14-09-2018,18.83,08-10-2018,18.58,-1.33
20-09-2018,20-09-2018,20-09-2017,2017,ED,Consolidated Edison Inc,US renewables portfolio & midstream assets,Sempra,1540.0,,Completed,3014998.84,12033.0,250.5608609656777,Green,Brown,Success,ED,07-09-2018,63.2,01-10-2018,59.8,-5.38
18-09-2018,18-09-2018,18-09-2017,2017,ENB,Enbridge Inc,Enbridge Energy Partners LP,,9200.84,7.16,Completed,8305905.156,44378.0,187.16267420794088,Brown,Brown,Success,ENB,07-09-2018,23.48,28-09-2018,22.28,-5.09
18-09-2018,18-09-2018,18-09-2017,2017,ENB,Enbridge Inc,Enbridge Income Fund Holdings Inc,,3653.14,,Completed,8305905.156,44378.0,187.16267420794088,Neutral,Brown,Success,ENB,07-09-2018,23.48,28-09-2018,22.28,-5.09
18-09-2018,18-09-2018,18-09-2017,2017,ENB,Enbridge Inc,Enbridge Energy Management LLC,,994.11,,Completed,8305905.156,44378.0,187.16267420794088,Neutral,Brown,Success,ENB,07-09-2018,23.48,28-09-2018,22.28,-5.09
06-09-2018,06-09-2018,06-09-2017,2017,AMRC,Ameresco Inc,Chelsea Group Ltd,,,,Completed,17007.8228,717.152,23.71578522,Brown,Green,Success,AMRC,24-08-2018,14.7,17-09-2018,13.45,-8.5
30-08-2018,30-08-2018,30-08-2017,2017,AEP,American Electric Power Co Inc,1.4 MW Fuel cell power plant/US,FuelCell Energy Inc,,,Completed,39515012.33,15424.9,2561.767812750812,Neutral,Brown,Success,AEP,17-08-2018,57.55,10-09-2018,58.26,1.24
24-08-2018,24-08-2018,24-08-2017,2017,ENB,Enbridge Inc,Spectra Energy Partners LP,,3158.62,17.59,Completed,8305905.156,44378.0,187.16267420794088,Brown,Brown,Success,ENB,13-08-2018,24.64,04-09-2018,23.54,-4.45
23-08-2018,23-08-2018,23-08-2017,2017,ROCK,Gibraltar Industries Inc,SolarBOS,,6.4,,Completed,33174.7884,986.918,33.61453373025925,Green,Brown,Success,ROCK,10-08-2018,43.35,04-09-2018,45.8,5.65
22-08-2018,22-08-2018,22-08-2017,2017,ETR,Entergy Corp,810-megawatt Choctaw plant,NRG Energy Inc,314.0,,Completed,33135506.76,11074.481,2992.0595610755936,Neutral,Brown,Success,ETR,10-08-2018,29.14,04-09-2018,29.46,1.09
14-08-2018,14-08-2018,14-08-2017,2017,FANG,Diamondback Energy Inc,Energen Corp,,9144.68,11.25,Completed,576499.1116,1211.839,475.7225271673877,Brown,Brown,Success,FANG,03-08-2018,103.38,24-08-2018,96.33,-6.82
09-08-2018,09-08-2018,09-08-2017,2017,FANG,Diamondback Energy Inc,Midland basin assets/Texas,Ajax Resources LLC,1241.63,,Completed,576499.1116,1211.839,475.7225271673877,Brown,Brown,Success,FANG,27-07-2018,104.6,20-08-2018,95.73,-8.48
08-08-2018,08-08-2018,08-08-2017,2017,STWD,Starwood Property Trust Inc,Energy Financial Services business/General Electric Co,General Electric Co,2010.0,,Completed,4048.767447,1154.948,3.505584188205876,Neutral,Green,Success,STWD,27-07-2018,12.13,20-08-2018,11.87,-2.18
06-08-2018,06-08-2018,06-08-2017,2017,KOS,Kosmos Energy Ltd,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC","Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225.0,,Completed,337587.0576,675.573,499.7047803864276,Neutral,Brown,Success,KOS,26-07-2018,7.42,16-08-2018,7.42,0.0
01-08-2018,01-08-2018,01-08-2017,2017,BIP,Brookfield Infrastructure Partners LP,Enercare Inc,,2392.9,10.72,Completed,426787.7135,3535.0,120.73202644978784,Brown,Brown,Success,BIP,20-07-2018,18.48,13-08-2018,18.7,1.18
01-08-2018,01-08-2018,01-08-2017,2017,SUN,Sunoco LP,Sandford Oil Co Inc,,66.0,,Completed,18366.1874,11723.0,1.5666798089226306,Brown,Green,Success,SUN,20-07-2018,14.12,13-08-2018,15.33,8.58
01-08-2018,01-08-2018,01-08-2017,2017,CRK,Comstock Resources Inc,Haynesville shale property/US,Enduro Resource Partners LLC,37.0,,Completed,122144.8418,255.331,478.3784256514094,Brown,Brown,Success,CRK,20-07-2018,10.45,13-08-2018,8.3,-20.51
31-07-2018,31-07-2018,31-07-2017,2017,NOG,Northern Oil and Gas Inc,W Energy Partners LLC,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,,Completed,180735.5753,209.3197,863.4427399809955,Brown,Brown,Success,NOG,20-07-2018,30.14,10-08-2018,28.46,-5.56
31-07-2018,31-07-2018,31-07-2017,2017,GPRE,Green Plains Inc,2 cattle feeding operations of Bartlett Cattle Co LC,Bartlett Cattle Co LP,16.0,,Completed,1720434.628,3596.166,478.40801231088886,Brown,Brown,Success,GPRE,20-07-2018,15.43,10-08-2018,17.27,11.95
30-07-2018,30-07-2018,30-07-2017,2017,NEE,NextEra Energy Inc,City Gas Co Of Florida,Southern Co/The,,,Completed,39293829.13,17173.0,2288.1167606125896,Brown,Brown,Success,NEE,19-07-2018,36.18,09-08-2018,36.31,0.35
25-07-2018,25-07-2018,25-07-2017,2017,OKE,ONEOK Inc,West Texas LPG Pipeline LP,Martin Midstream Partners LP,193.7,,Completed,2899999.864,12173.907,238.21439279928788,Brown,Brown,Success,OKE,13-07-2018,46.12,06-08-2018,44.59,-3.3
25-07-2018,25-07-2018,25-07-2017,2017,PLUG,Plug Power Inc,American Fuel Cell LLC,Excell Partners Inc,,,Completed,4442.43582,100.153,44.35649276606791,Green,Brown,Success,PLUG,13-07-2018,2.05,06-08-2018,1.97,-3.9
24-07-2018,24-07-2018,24-07-2017,2017,HAL,Halliburton Co,Athlon Solutions LLC,,,,Completed,1859703.128,20620.0,90.18928845780796,Neutral,Brown,Success,HAL,13-07-2018,39.81,03-08-2018,36.91,-7.28
18-07-2018,18-07-2018,18-07-2017,2017,NOG,Northern Oil and Gas Inc,Oil production/North Dakota,Pivotal Petroleum Partners LP,148.57,,Completed,180735.5753,209.3197,863.4427399809955,Brown,Brown,Success,NOG,06-07-2018,28.9,30-07-2018,30.14,4.27
09-07-2018,09-07-2018,09-07-2017,2017,LNT,Alliant Energy Corp,CLS Partners LLC,,,,Completed,31546080.73,3382.2,9327.089092898112,Neutral,Brown,Success,LNT,28-06-2018,34.27,19-07-2018,34.75,1.42
09-07-2018,09-07-2018,09-07-2017,2017,DUK,Duke Energy Corp,Shoreham Solar Commons project,Invenergy LLC,,,Completed,96513935.2,23565.0,4095.647579036707,Green,Brown,Success,DUK,28-06-2018,60.05,19-07-2018,61.54,2.49
03-07-2018,03-07-2018,03-07-2017,2017,COP,ConocoPhillips,Greater Kuparuk Area/Alaska,BP PLC,,,Completed,9669320.86,29106.0,332.2105703411153,Brown,Brown,Success,COP,22-06-2018,54.18,13-07-2018,57.56,6.23
03-07-2018,03-07-2018,03-07-2017,2017,BLDP,Ballard Power Systems Inc,Fuel Cell Assets,AFCC Automotive Fuel Cell Cooperation Corp,,,Completed,4302.313216,121.288,35.47187863597388,Green,Brown,Success,BLDP,22-06-2018,2.85,13-07-2018,2.8,-1.75
