Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
04-02-2021,2020,NOG,Northern Oil and Gas Inc,552.209,155885.1295,863.4427,Brown,Certain non operated natural gas assets,Brown,Reliance Industries Ltd,120.9,,Completed
26-01-2021,2020,ENPH,Enphase Energy Inc,774.4249999999998,26385.255,35.4719,Brown,Sofdesk Inc,Neutral,Wave Media Group LLC,,,Completed
13-01-2021,2020,NFE,New Fortress Energy Inc,451.65,967889,2143.0068,Brown,Hygo Energy Transition Ltd,Brown,"Golar LNG Ltd,Stonepeak Partners LP (Fund: Stonepeak Infrastructure Fund II LP)",2289.13,,Completed
13-01-2021,2020,NFE,New Fortress Energy Inc,451.65,967889,2143.0068,Brown,CH4 Energia Ltda,Neutral,"Vibra Energia SA,Camacari Muricy II SA,Pecem Energia SA,CCETC Brasil Holding SA",9.43,,Completed
23-12-2020,2019,AEE,Ameren Corp,5910,24413650.5,4130.9053,Brown,400 MW project/Missouri,Neutral,,,,Completed
23-12-2020,2019,BLK,BlackRock Inc,14539,6386,0.5499,Green,945 MW natural gas fired power plant/Heard County,Brown,TCT Generation Holdings LLC,,,Completed
21-12-2020,2019,FANG,Diamondback Energy Inc,4031,1389998.61,284.1958,Brown,QEP Resources Inc,Brown,,2183.83,3.71,Completed
21-12-2020,2019,FANG,Diamondback Energy Inc,4031,1389998.61,284.1958,Brown,Guidon Operating LLC,Brown,,858.26,,Completed
21-12-2020,2019,ENB,Enbridge Inc,50069,7619166.547,82.1969,Brown,Crude oil terminalling segment,Brown,Blueknight Energy Partners LP,132,,Completed
16-12-2020,2019,ORA,Ormat Technologies Inc,746.044,380838.1505,256.4417,Brown,Shovel Ready Project/Texas,Neutral,Consolidated Edison Inc,,,Completed
15-12-2020,2019,TRP,TC Energy Corp,13255,14427861,1386.3467,Brown,TC PipeLines LP,Brown,,3771.13,13.77,Completed
15-12-2020,2019,GTLS,Chart Industries Inc,1215.5,43255.51916,35.5866,Brown,Sustainable Energy Solutions Inc,Green,,20,,Completed
14-12-2020,2019,MUSA,Murphy USA Inc,12101.3,108593.0777,8.9737,Green,Quick Chek Corp,Neutral,,645,,Completed
08-12-2020,2019,LGO,Largo Inc,105.5258,12749.309,120.817,Brown,Certain assets/Vionx Energy Corp,Green,Vionx Energy Corp,,,Completed
04-12-2020,2019,PEG,Public Service Enterprise Group Inc,10076,13378211.19,1500.3621,Brown,Ocean Wind Project/NJ,Green,Orsted AS,,,Completed
16-11-2020,2019,TRP,TC Energy Corp,13255,14427861,1386.3467,Brown,TransCanada Turbines Ltd,Brown,John Wood Group PLC,67,,Completed
09-11-2020,2019,CIVI,Civitas Resources Inc,313.22,111082.0582,354.6455,Brown,HighPoint Resources Corp,Brown,,9.45,,Completed
02-11-2020,2019,POR,General Electric Co,2123,12954658.54,6102.053,Brown,North American Land Rod Lift business,Brown,Schlumberger NV,,,Completed
19-10-2020,2019,COP,ConocoPhillips,32567,9752666.384,332.2106,Brown,Concho Resources Inc,Brown,,13290.68,,Completed
15-10-2020,2019,HON,Honeywell International Inc,36709,1090292.652,91.2639,Brown,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Green,Ballard Power Systems Inc,,,Completed
13-10-2020,2019,ADN,Advent Technologies Holdings I,0,2441.050822,,,Advent Technologies Inc,Green,,158,,Completed
09-10-2020,2019,GNRC,Generac Holdings Inc,2204.336,68034.07116,31.4087,Brown,Enbala Power Networks Inc/Canada,Neutral,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,Completed
07-10-2020,2019,HON,Honeywell International Inc,36709,1090292.652,91.2639,Brown,Rocky Research,Neutral,,,,Completed
05-10-2020,2019,AMSC,American Superconductor Corp,56.207,102867.1589,1152.5556,Brown,Northeast Power Systems Inc,Brown,,37.15,,Completed
29-09-2020,2019,NEE,NextEra Energy Inc,19204,45652569.37,2805.4869,Brown,"GridLiance GP LLC,GridLiance Holdco LP",Neutral,Blackstone Inc,660,,Completed
28-09-2020,2019,DVN,Devon Energy Corp,6220,2610322.68,708.9498,Brown,WPX Energy Inc,Brown,,5951.7,14.07,Completed
18-09-2020,2019,SND,Smart Sand Inc,233.073,39479.703,93.8443,Brown,Oil & Gas Proppants Segment/Eagle Materials Inc,Brown,Eagle Materials Inc,2,,Completed
10-09-2020,2019,NOG,Northern Oil and Gas Inc,472.401,218113.1242,863.4427,Brown,Non operated interests/Dealware,Neutral,,,,Completed
02-09-2020,2019,OVV,Ovintiv Inc,6726,5956212,817.409,Brown,Partitioned Duvernay Position,Neutral,PetroChina International Canada Trading Ltd,,,Completed
25-08-2020,2019,SOL,Emeren Group Ltd,119.117,21994.748301000003,184.6483,Brown,Solar projects & accounts receivable/US,Green,,3.8,,Completed
18-08-2020,2019,AEP,American Electric Power Co Inc,15561.4,32656881.96,3035.829,Brown,Desert Sky & Trent Mesa wind facilities,Green,Invenergy Renewables LLC,,,Completed
17-08-2020,2019,D,Dominion Energy Inc,14401,25578454.269471463,2673.0816,Brown,62.5 MW Madison Solar generating facility/Virginia,Green,Cypress Creek Renewables LLC,,,Completed
06-08-2020,2019,CMS,CMS Energy Corp,6624,13509175.08,996.5396,Brown,525 MW Aviator Wind project,Green,Ares Management Corp,,,Completed
30-07-2020,2019,CMS,CMS Energy Corp,6624,13509175.08,996.5396,Brown,Aviator Wind Energy Project,Green,Ares Management LLC,,,Completed
27-07-2020,2019,CNX,CNX Resources Corp,1602.446,600510.1579,374.746,Brown,CNX Midstream Partners LP,Brown,,323.69,2.88,Completed
24-07-2020,2019,NRG,NRG Energy Inc,9821,21083619.32,6792.4745,Brown,Direct Energy LP,Brown,Centrica PLC,3625,,Completed
23-07-2020,2019,COP,ConocoPhillips,32567,9752666.384,332.2106,Brown,Monetary acreage,Neutral,Kelt Exploration Ltd,390,,Completed
21-07-2020,2019,ORA,Ormat Technologies Inc,746.044,380838.1505,256.4417,Brown,Pomona Energy storage facility/Los Angeles,Brown,AltaGas Ltd,47,,Completed
20-07-2020,2019,CVX,Chevron Corp,139865,30076970.71,478.9338,Brown,Noble Energy Inc,Neutral,,12680.6,,Completed
20-07-2020,2019,WEC,WEC Energy Group Inc,7523.1,22141602.72,4866.8609,Brown,260.9-MW Blooming Grove Wind Energy Center,Green,Invenergy LLC,,,Completed
07-07-2020,2019,RUN,Sunrun Inc,858.578,25437.109,43.6616,Brown,Vivint Solar Inc,Green,,2865.31,,Completed
04-06-2020,2019,SMHI,SEACOR Marine Holdings Inc,174.453,3465.727892,19.8663,Green,SEACOSCO Offshore LLC,Neutral,COSCO SHIPPING Holdings Co Ltd,3.63,,Completed
18-05-2020,2019,FTK,Flotek Industries Inc,119.353,1501.084826,12.5769,Green,JP3 Measurement LLC,Brown,,34.47,,Completed
07-05-2020,2019,PLUG,Plug Power Inc,229.975,7545.153858,44.3565,Brown,"Giner Elx Inc,United Hydrogen Group Inc",Green,,,,Completed
06-05-2020,2019,WTTR,Select Water Solutions Inc,1291.589,85472.04815,93.8009,Brown,Well chemical services business,Neutral,Baker Hughes Co,10,,Completed
03-05-2020,2019,BX,Blackstone Inc,7338.27,39166.06872,5.3372,Green,Aypa Power LLC,Green,,,,Completed
12-03-2020,2019,ALE,ALLETE Inc,1240.5,4591359.202,8639.0694,Brown,300 MW Caddo Wind Project,Green,Greenlight Energy Resources Inc,,,Completed
04-03-2020,2019,BX,Blackstone Inc,7338.27,39166.06872,5.3372,Green,NRStor C&I Inc,Green,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,,Completed
11-02-2020,2019,D,Dominion Energy Inc,14401,25578454.269471463,2673.0816,Brown,Atlantic Coast Pipeline LLC,Neutral,Southern Co Gas,175,,Completed
11-02-2020,2019,D,Dominion Energy Inc,14401,25578454.269471463,2673.0816,Brown,Pivotal Lng Inc,Brown,,,,Completed
24-01-2020,2019,VTOL,Bristow Group Inc,226.059,6351.986788,29.1695,Brown,Bristow Group Inc/old,Brown,,,,Completed
19-12-2019,2018,CHX,ChampionX Corp,1218.156,16364.41827,13.4338,Green,ChampionX Holding Inc,Brown,Ecolab Inc,492,,Completed
05-11-2019,2018,UBS,UBS Group AG,40206,1479.949096,0.0368,Green,Phoenix Wind Repower,Green,,,,Completed
25-10-2019,2018,D,Dominion Energy Inc,11199,20896503.62450793,2673.0816,Brown,Solar Generating Project,Green,First Solar Inc,,,Completed
21-10-2019,2018,VTOL,Bristow Group Inc,221.676,6466.181061,29.1695,Brown,Aero Design Ltd,Neutral,,,,Completed
18-10-2019,2018,DTE,DTE Energy Co,14212,24853259,1907.4766,Brown,Gathering system & pipeline Haynesville/Louisiana,Brown,"Indigo Natural Resources LLC,Momentum Midstream LLC",2360,,Completed
08-10-2019,2018,SHEL,Shell PLC,388379,35308345.34,271.7385,Brown,Hudson Energy Supply UK Ltd,Brown,Just Energy Group Inc,1.83,,Completed
02-10-2019,2018,VTOL,Bristow Group Inc,221.676,6466.181061,29.1695,Brown,Simplex Aerospace Corp,Neutral,,,,Completed
01-10-2019,2018,NVAX,NOV Inc,34.288,502.4221184,22.11,Green,Denali Inc,Brown,Patriarch Partners LLC,,,Completed
30-09-2019,2018,XIFR,XPLR Infrastructure LP,771,27777.64103,5.287,Green,Meade Pipeline Co LLC,Brown,Coterra Energy Inc,1370,,Completed
30-09-2019,2018,XIFR,XPLR Infrastructure LP,771,27777.64103,5.287,Green,Central Penn Pipeline,Neutral,AltaGas Ltd,657.02,,Completed
26-09-2019,2018,NGL,NGL Energy Partners LP,16907.296,15.83623286,0.0011,Green,Hillstone Environmental Partners LLC,Neutral,Golden Gate Capital LP,642.5,,Completed
26-09-2019,2018,D,Dominion Energy Inc,11199,20896503.62450793,2673.0816,Brown,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Green,Macquarie Group Ltd,,,Completed
12-09-2019,2018,DUK,Duke Energy Corp,24521,96560349.13,5571.7764,Brown,Solar project/Texas,Green,Canadian Solar Inc,,,Completed
06-09-2019,2018,KMI,Kinder Morgan Inc,14144,1722845.012,169.5854,Brown,Certain Assets,Neutral,Southcross Energy Partners LLC,76,,Completed
03-09-2019,2018,AMT,American Tower Corp,7440.1,619256,83.2322,Brown,Portfolio of wireless communications,Neutral,Grain Management LLC,,,Completed
20-08-2019,2018,VST,Vistra Corp,9144,104042108.8,10124.5707,Brown,Ambit Energy Holdings LLC,Brown,,475,,Completed
31-07-2019,2018,RUN,Sunrun Inc,759.981,33181.9773,43.6616,Brown,Specified customer pipeline & assembled workforce,Neutral,Omni Energy LLC,2.7,,Completed
24-07-2019,2018,TTE,TotalEnergies SE,184106,40709232.89,262.2683,Brown,Mide Technology Corp,Neutral,,,,Completed
24-07-2019,2018,AEP,American Electric Power Co Inc,16195.7,38010092.99,3035.829,Brown,Santa Rita East Wind Project,Green,Invenergy Renewables LLC,,,Completed
28-06-2019,2018,CMI,Cummins Inc,23771,305969.701,12.8716,Green,Hydrogenics Corp,Green,,263.28,,Completed
24-06-2019,2018,AROC,Archrock Inc,904.441,15828.48008,18.1255,Green,Elite Compression Services LLC,Brown,JDH Capital LLC,406.54,,Completed
17-06-2019,2018,VATE,INNOVATE Corp,1976.7,34472.78111,17.4396,Green,Ampcng LLC,Green,,41,,Completed
17-06-2019,2018,TTE,TotalEnergies SE,184106,40709232.89,262.2683,Brown,Go Electric Inc,Green,,,,Completed
11-06-2019,2018,PBF,PBF Energy Inc,27186.1,7313100.587,269.0015,Brown,Martinez refinery,Brown,Shell PLC,1200,,Completed
11-06-2019,2018,PLUG,Plug Power Inc,174.215,5775.311039,44.3565,Brown,EnergyOr Technologies Inc,Green,,,,Completed
10-06-2019,2018,CRK,Comstock Resources Inc,390.251,161084.5295,478.3784,Brown,Covey Park Energy LLC,Brown,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,,Completed
03-06-2019,2018,TTE,TotalEnergies SE,184106,40709232.89,262.2683,Brown,Toshiba America LNG Corp,Brown,Toshiba Corp,15,,Completed
30-05-2019,2018,DUK,Duke Energy Corp,24521,96560349.13,5571.7764,Brown,Palmer Solar project,Green,Juwi Inc,,,Completed
30-05-2019,2018,DUK,Duke Energy Corp,24521,96560349.13,5571.7764,Brown,150-MW solar project/California,Green,Clearway Energy Group LLC,,,Completed
22-05-2019,2018,NRG,NRG Energy Inc,9478,24788985.37,6792.4745,Brown,Retail energy business/Stream Energy Inc,Brown,Stream Energy Inc,300,,Completed
22-05-2019,2018,OGE,OGE Energy Corp,2270.3,14129997.23,6724.6666,Brown,AES Shady Point plant/Oklahoma,Brown,,,,Completed
17-05-2019,2018,DUK,Duke Energy Corp,24521,96560349.13,5571.7764,Brown,100MW Lapetus Solar Energy Project,Green,7x Energy Inc,,,Completed
16-05-2019,2018,CSIQ,Canadian Solar Inc,3744.512,159679.6537,42.6436,Brown,100-MW solar farm,Green,Goldman Sachs Group Inc/The,,,Completed
14-05-2019,2018,NGL,NGL Energy Partners LP,16907.296,15.83623286,0.0011,Green,Mesquite Disposals Unlimited LLC,Brown,Mesquite SWD Inc,892.5,,Completed
09-05-2019,2018,OXY,Occidental Petroleum Corp,17824,10369999.94,743.488,Brown,Anadarko Petroleum Corp,Brown,,55162.46,8.05,Completed
08-05-2019,2018,MPLX,MPLX LP,7005,5300000,87.7545,Brown,Andeavor Logistics LP,Brown,Marathon Petroleum Corp,10178.07,10.59,Completed
08-05-2019,2018,MPLX,MPLX LP,7005,5300000,87.7545,Brown,Andeavor Logistics LP,Brown,,3288.99,7.26,Completed
06-05-2019,2018,TTE,TotalEnergies SE,184106,40709232.89,262.2683,Brown,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Brown,Occidental Petroleum Corp,8800,,Completed
06-05-2019,2018,AMPY,Amplify Energy Corp,340.144,113197.8642,332.7939,Brown,Amplify Energy Corp/TX,Brown,,484.75,5.09,Completed
01-05-2019,2018,ULBI,Ultralife Corp,87.19,3475.373149,39.8598,Brown,Southwest Electronic Energy Corp,Neutral,,,,Completed
29-04-2019,2018,GNRC,Generac Holdings Inc,2023.464,63554.43946,31.4087,Brown,Pika Energy Inc,Green,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,Completed
29-04-2019,2018,HLX,Helix Energy Solutions Group Inc,739.818,18016.2625,24.3523,Green,Hampton Inn & Suites Mystic,Neutral,Hilton Worldwide Holdings Inc,,,Completed
23-04-2019,2018,MUR,Murphy Oil Corp,1764.498,1347884.951,895.7834,Brown,Deep Water Gulf of Mexico oil assets,Brown,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375,,Completed
22-04-2019,2018,NOG,Northern Oil and Gas Inc,678.9245,229013.7782,863.4427,Brown,Williston Basin properties/Valorem Energy LLC,Green,Valorem Energy LLC,295,,Completed
11-04-2019,2018,REI,Ring Energy Inc,108.9117,49559.58721,479.2399,Brown,Northwest shelf assets/Texas,Brown,Wishbone Energy Partners LLC,275.86,,Completed
11-03-2019,2018,WM,Waste Management Inc,14914,16272145.03,1091.0651,Brown,PetroWaste Environmental LP,Brown,Tailwater Capital LLC,,,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,1528.93,125942.8234,93.8009,Brown,Gregory Rockhouse Ranch Inc,Neutral,,59.6,,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,1528.93,125942.8234,93.8009,Brown,Pro-Well Testing & Wireline Inc,Neutral,,12.4,,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,1528.93,125942.8234,93.8009,Brown,Resource Water Transfer Services LP,Neutral,,9,,Completed
26-02-2019,2018,REI,Ring Energy Inc,108.9117,49559.58721,479.2399,Brown,North central basin platform assets/Texas,Brown,Wishbone Energy Partners LLC,291.26,,Completed
12-02-2019,2018,AEP,American Electric Power Co Inc,16195.7,38010092.99,3035.829,Brown,AEP Wind Holdings LLC,Green,Sempra,894,,Completed
07-02-2019,2018,VST,Vistra Corp,9144,104042108.8,10124.5707,Brown,Crius Energy Trust,Neutral,,494.95,7.32,Completed
30-01-2019,2018,CVX,Chevron Corp,158902,33080349.48,478.9338,Brown,"Pasadena Refining System Inc,Prsi Trading LLC",Brown,Petrobras America Inc,350,,Completed
30-01-2019,2018,NGL,NGL Energy Partners LP,16907.296,15.83623286,0.0011,Green,Wholesale propane business,Neutral,DCP Midstream LP,,,Completed
21-01-2019,2018,HLX,Helix Energy Solutions Group Inc,739.818,18016.2625,24.3523,Green,Lease in GOM,Brown,Marathon Oil Corp,,,Completed
18-01-2019,2018,CVI,CVR Energy Inc,7124,2336579.177,327.987,Brown,CVR Refining LP,Neutral,,300.97,2.71,Completed
18-01-2019,2018,SUN,Sunoco LP,16994,18978.988,5.8905,Green,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC",Neutral,"Marathon Petroleum Corp,Schmitt Sales Inc",50,,Completed
16-01-2019,2018,AMRC,Ameresco Inc,787.138,21124.05526,23.7158,Green,Maximum Solar LLC,Green,,,,Completed
15-01-2019,2018,CE,Celanese Corp,7155,907971.5457,126.9003,Brown,Synthesis gas production unit,Brown,Linde PLC,,,Completed
11-01-2019,2018,ADM,Archer-Daniels-Midland Co,64341,7239751.969,112.5216,Brown,Florida Chemical Co Inc,Brown,Flotek Industries Inc,175,,Completed
21-12-2018,2017,ARES,Ares Management Corp,1674.707,745.7520766,0.4453,Green,3 Operating utility-scale wind facilities/Texas,Green,BP PLC,,,Completed
20-12-2018,2017,OGE,OGE Energy Corp,2261.1,15205143.73,6724.6666,Brown,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK",Brown,"AES Corp/The,Oklahoma Cogeneration LLC",53,,Completed
20-12-2018,2017,REI,Ring Energy Inc,66.5798,31907.69796,479.2399,Brown,Certain Assets,Neutral,Carlyle Group Inc/The,17.38,,Completed
19-12-2018,2017,TDY,Teledyne Technologies Inc,2149.9,61951.72531,22.9341,Green,Scientific Imaging businesses/Roper,Neutral,Roper Technologies Inc,225,,Completed
19-12-2018,2017,CPK,Chesapeake Utilities Corp,617.583,226696.7985,199.8142,Brown,Marlin Gas Transport Inc,Brown,,,,Completed
18-12-2018,2017,CPK,Chesapeake Utilities Corp,617.583,226696.7985,199.8142,Brown,Propane operating assets/RF Ohl Fuel Oil Inc,Brown,RF Ohl Fuel Oil Inc,,,Completed
17-12-2018,2017,VVV,Valvoline Inc,2084,10140.3066,4.8658,Green,Valvoline Instant Oil Change service centers/Southern California,Brown,,,,Completed
12-12-2018,2017,SPXC,SPX Technologies Inc,1425.8,30714.2735,21.5418,Green,Marine & obstruction lighting business/Carmanah Technologies Corp,Neutral,Carmanah Technologies Corp,57.77,,Completed
12-12-2018,2017,KMI,Kinder Morgan Inc,13705,1707366.275,169.5854,Brown,Oilfield/Borden Reinecke USA,Brown,Sino GeoPhysical Co Ltd,19.57,,Completed
12-12-2018,2017,BKH,Black Hills Corp,1680.266,3918307.121,2987.477,Brown,29MW Busch Ranch wind farm/Colorado,Green,AltaGas Ltd,16,,Completed
10-12-2018,2017,ENB,Enbridge Inc,44378,8305905.156,82.1969,Brown,Leismer pipelines & Cheecham storage terminal,Brown,Athabasca Oil Corp,197.93,,Completed
30-11-2018,2017,AMRC,Ameresco Inc,717.152,17007.8228,23.7158,Green,TerraNavigator LLC,Green,,,,Completed
27-11-2018,2017,APH,Amphenol Corp,7011.3,66150,9.4348,Green,SSI Controls Technologies,Neutral,SSI Technologies Inc,400,,Completed
26-11-2018,2017,D,Dominion Energy Inc,12586,30334871.76,2673.0816,Brown,Dominion Energy Midstream Partners LP,Brown,,891.98,4.56,Completed
19-11-2018,2017,NEE,NextEra Energy Inc,17173,39293829.13,2805.4869,Brown,Trans Bay Cable LLC,Neutral,SteelRiver Infrastructure Partners LP,1000,,Completed
15-11-2018,2017,SUN,Sunoco LP,11723,18366.1874,5.8905,Green,Refined Products Terminals business/American Midstream Partners LP,Brown,American Midstream Partners LP,125,,Completed
13-11-2018,2017,PUMP,ProPetro Holding Corp,981.865,17796.83557,18.1255,Green,Pressure pumping assets/Pioneer Natural Resources Co,Brown,Pioneer Natural Resources Co,398.37,,Completed
08-11-2018,2017,WES,Western Midstream Partners LP,2248.356,6916.393606,3.0762,Green,Western Midstream Operating LP,Brown,,9369.62,13.93,Completed
06-11-2018,2017,XEL,Xcel Energy Inc,11404,47199447.36,4677.9905,Brown,Mankato Energy Center LLC,Brown,Southern Co/The,650,,Completed
06-11-2018,2017,FANG,Diamondback Energy Inc,1211.839,576499.1116,284.1958,Brown,Northwest Martin & Northeast Andrews oil production assets/TX,Brown,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,Completed
01-11-2018,2017,OVV,Ovintiv Inc,4443,3136000.166,817.409,Brown,Ovintiv Exploration Inc,Brown,,2172,1.55,Completed
31-10-2018,2017,FANG,Diamondback Energy Inc,1211.839,576499.1116,284.1958,Brown,Ajax Resources LLC,Brown,Kelso & Co LP,,,Completed
25-10-2018,2017,PTEN,Patterson-UTI Energy Inc,2356.684,200653.7296,105.9872,Brown,Current Power Solutions Inc,Neutral,,,,Completed
18-10-2018,2017,SRE,Sempra,9640,5113015.156,610.7224,Brown,InfraREIT Inc,Neutral,,1864.34,15.51,Completed
18-10-2018,2017,VLO,Valero Energy Corp,93980,26831803.32,192.4603,Brown,Valero Energy Partners LP,Brown,,950.47,7.54,Completed
16-10-2018,2017,SUN,Sunoco LP,11723,18366.1874,5.8905,Green,Fuel distribution business/Brenco Marketing Corp,Neutral,Brenco Marketing Corp,24,,Completed
16-10-2018,2017,TDY,Teledyne Technologies Inc,2149.9,61951.72531,22.9341,Green,Certain Assets,Neutral,Falcon Analytical Systems & Technologies LLC,,,Completed
15-10-2018,2017,NINE,Nine Energy Service Inc,2603.8,18674.06464,7.1719,Green,Magnum Oil Tools International Ltd,Brown,,496.21,,Completed
11-10-2018,2017,EXC,Exelon Corp,33586,10200734.34,751.2325,Brown,PFMG Solar LLC,Green,Spear Point Energy LLC,,,Completed
09-10-2018,2017,AM,Antero Midstream Corp,0,63931.32954,946.8638,Brown,Antero Midstream Partners LP,Brown,Antero Resources Corp,3025.29,8.03,Completed
09-10-2018,2017,AM,Antero Midstream Corp,0,63931.32954,946.8638,Brown,Antero Midstream Partners LP,Brown,,2786.85,10.6,Completed
08-10-2018,2017,FET,Forum Energy Technologies Inc,818.62,10986.90752,13.5253,Green,Global Heat Transfer Inc,Brown,Pelican Energy Partners LP,,,Completed
27-09-2018,2017,MPLX,MPLX LP,3867,434750.1091,87.7545,Brown,430 acre Pin Oak Terminals facility,Neutral,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450,,Completed
20-09-2018,2017,ED,Consolidated Edison Inc,12033,3014998.84,244.2617,Brown,US renewables portfolio & midstream assets,Green,Sempra,1540,,Completed
18-09-2018,2017,ENB,Enbridge Inc,44378,8305905.156,82.1969,Brown,Enbridge Energy Partners LP,Brown,,9200.84,7.16,Completed
18-09-2018,2017,ENB,Enbridge Inc,44378,8305905.156,82.1969,Brown,Enbridge Income Fund Holdings Inc,Neutral,,3653.14,,Completed
18-09-2018,2017,ENB,Enbridge Inc,44378,8305905.156,82.1969,Brown,Enbridge Energy Management LLC,Neutral,,994.11,,Completed
06-09-2018,2017,AMRC,Ameresco Inc,717.152,17007.8228,23.7158,Green,Chelsea Group Ltd,Brown,,,,Completed
30-08-2018,2017,AEP,American Electric Power Co Inc,15424.9,39515012.33,3035.829,Brown,1.4 MW Fuel cell power plant/US,Neutral,FuelCell Energy Inc,,,Completed
24-08-2018,2017,ENB,Enbridge Inc,44378,8305905.156,82.1969,Brown,Spectra Energy Partners LP,Brown,,3158.62,17.59,Completed
23-08-2018,2017,ROCK,Gibraltar Industries Inc,986.918,33174.7884,33.6145,Brown,SolarBOS,Green,,6.4,,Completed
22-08-2018,2017,ETR,Entergy Corp,11074.481,33135506.76,3003.6345,Brown,810-megawatt Choctaw plant,Neutral,NRG Energy Inc,314,,Completed
14-08-2018,2017,FANG,Diamondback Energy Inc,1211.839,576499.1116,284.1958,Brown,Energen Corp,Brown,,9144.68,11.25,Completed
09-08-2018,2017,FANG,Diamondback Energy Inc,1211.839,576499.1116,284.1958,Brown,Midland basin assets/Texas,Brown,Ajax Resources LLC,1241.63,,Completed
08-08-2018,2017,STWD,Starwood Property Trust Inc,1154.948,4048.767447,3.5056,Green,Energy Financial Services business/General Electric Co,Neutral,General Electric Co,2010,,Completed
06-08-2018,2017,KOS,Kosmos Energy Ltd,675.573,337587.0576,499.7048,Brown,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC",Neutral,"Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225,,Completed
01-08-2018,2017,BIP,Brookfield Infrastructure Partners LP,3535,426787.7135,120.732,Brown,Enercare Inc,Brown,,2392.9,10.72,Completed
01-08-2018,2017,SUN,Sunoco LP,11723,18366.1874,5.8905,Green,Sandford Oil Co Inc,Brown,,66,,Completed
01-08-2018,2017,CRK,Comstock Resources Inc,255.331,122144.8418,478.3784,Brown,Haynesville shale property/US,Brown,Enduro Resource Partners LLC,37,,Completed
31-07-2018,2017,NOG,Northern Oil and Gas Inc,209.3197,180735.5753,863.4427,Brown,W Energy Partners LLC,Brown,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,,Completed
31-07-2018,2017,GPRE,Green Plains Inc,3596.166,1720434.628,373.7611,Brown,2 cattle feeding operations of Bartlett Cattle Co LC,Brown,Bartlett Cattle Co LP,16,,Completed
30-07-2018,2017,NEE,NextEra Energy Inc,17173,39293829.13,2805.4869,Brown,City Gas Co Of Florida,Brown,Southern Co/The,,,Completed
25-07-2018,2017,OKE,ONEOK Inc,12173.907,2899999.864,280.2397,Brown,West Texas LPG Pipeline LP,Brown,Martin Midstream Partners LP,193.7,,Completed
25-07-2018,2017,PLUG,Plug Power Inc,100.153,4442.43582,44.3565,Brown,American Fuel Cell LLC,Green,Excell Partners Inc,,,Completed
24-07-2018,2017,HAL,Halliburton Co,20620,1859703.128,55.7288,Brown,Athlon Solutions LLC,Neutral,,,,Completed
18-07-2018,2017,NOG,Northern Oil and Gas Inc,209.3197,180735.5753,863.4427,Brown,Oil production/North Dakota,Brown,Pivotal Petroleum Partners LP,148.57,,Completed
09-07-2018,2017,LNT,Alliant Energy Corp,3382.2,31546080.73,9327.0891,Brown,CLS Partners LLC,Neutral,,,,Completed
09-07-2018,2017,DUK,Duke Energy Corp,23565,96513935.2,5571.7764,Brown,Shoreham Solar Commons project,Green,Invenergy LLC,,,Completed
03-07-2018,2017,COP,ConocoPhillips,29106,9669320.86,332.2106,Brown,Greater Kuparuk Area/Alaska,Brown,BP PLC,,,Completed
03-07-2018,2017,BLDP,Ballard Power Systems Inc,121.288,4302.313216,33.4705,Brown,Fuel Cell Assets,Green,AFCC Automotive Fuel Cell Cooperation Corp,,,Completed
02-07-2018,2017,FET,Forum Energy Technologies Inc,818.62,10986.90752,13.5253,Green,Certain assets/ESP Completion Technologies LLC,Neutral,C&J Energy Services Inc,8,,Completed
