Company Name,Ticker
Emerge Energy Services LP,Ticker not found
Atlas Resource Partners LP,Ticker not found
Condor Energies Inc,WQ6.MU
Honeywell International Inc,HON
CrossAmerica Partners LP,CAPL
MDU Resources Group Inc,MDU
Green Plains Partners LP,Ticker not found
Samson Oil & Gas Ltd,Ticker not found
Mattr Corp,MATR.TO
ITOCHU Corp,8001.T
Tallgrass Energy Partners LP,Ticker not found
TravelCenters of America Inc,Ticker not found
Tidewater Midstream and Infrastructure Ltd,TWMIF
Mitcham Industries Inc,Ticker not found
Vanguard Natural Resources LLC,Ticker not found
Edison International,EIX
Lilis Energy Inc,Ticker not found
Arc Logistics Partners LP,Ticker not found
Hawaiian Electric Industries Inc,HE
Oando PLC,OAO.JO
Gulf Island Fabrication Inc,GIFI
Trillion Energy International Inc,Z620.SG
Zhongxing Tianheng Energy Tech,Ticker not found
HEICO Corp,HEI
John Wood Group PLC,WG.L
Southern Co/The,Ticker not found
Shandong Xinchao Energy Corp Ltd,Ticker not found
BP PLC,BP
Earthstone Energy Inc,Ticker not found
DNOW Inc,DNOW
Tallgrass Energy Partners LP,Ticker not found
"Innergex Renewable Energy Inc,Cayoose Creek Development Corp",Ticker not found
US Geothermal Inc,Ticker not found
TerraForm Power Inc,Ticker not found
Enviva Inc,Ticker not found
Crius Energy Trust,Ticker not found
Equinor ASA,EQNR
Raging River Exploration Inc,Ticker not found
CES Energy Solutions Corp,CEU.TO
Andeavor,Ticker not found
Kemira Oyj,KEMIRA.HE
Devon Energy Corp,DVN
"EnLink Midstream Partners LP,EnLink Midstream LLC",Ticker not found
Vestas Wind Systems A/S,VWS.CO
Porvair PLC,PRVL.XC
Petro River Oil Corp,PTRC
Hotel Fast SSE AB,D5LA.F
Fortis Inc/Canada,Ticker not found
John Wood Group PLC,WG.L
PowerSecure International Inc,Ticker not found
Sun Pacific Holding Corp,SNPW
TravelCenters of America Inc,Ticker not found
"Brookfield Infrastructure Partners LP,Kinder Morgan Inc",BIP
Quattro Exploration & Production Ltd,Ticker not found
MBG Holdings Inc,Ticker not found
"Tokyo Electric Power Co Holdings Inc,Ares Management LLC (Fund: United States Power Fund III LP)",TKECY
Mattr Corp,MATR.TO
Versus Systems Inc,VSSYW
SemGroup Corp,Ticker not found
UGE International Ltd,Ticker not found
Freedom Holding Corp/NV,Ticker not found
Elk Petroleum Ltd,Ticker not found
Andeavor,Ticker not found
Eagle Energy Trust,Ticker not found
88 Energy Ltd,EEENF
ALLETE Inc,ALE
Sunoco LP,SUN
EnLink Midstream Partners LP,Ticker not found
TravelCenters of America Inc,Ticker not found
Dominion Energy Inc,D
Schlumberger NV,Ticker not found
Gran Tierra Energy Inc,GTE
Trailbreaker Resources Ltd,KCG.MU
Cabot Energy Ltd,Ticker not found
Shell Midstream Partners LP,Ticker not found
Trimble Inc,TRMB
Andeavor Logistics LP,Ticker not found
Seven & i Holdings Co Ltd,Ticker not found
Callon Petroleum Co,Ticker not found
Pine Cliff Energy Ltd,PNE.TO
TC PipeLines LP,Ticker not found
SunPower Corp,SPWRQ
Brenntag SE,BNRD.XC
RM Partners LP,Ticker not found
SandRidge Energy Inc,SD
Memorial Production Partners LP,Ticker not found
Targa Resources Corp,TRGP
Western Refining Logistics LP,Ticker not found
Green Plains Inc,GPRE
Yara International ASA,YAR.OL
Raimount Energy Inc,Ticker not found
Parkland Corp,PF6.DU
CAVU Resources Inc,CAVR
Duke Energy Corp,DUK
Western Refining Inc,Ticker not found
iMetal Resources Inc,IMRFF
TGS ASA,TGC0.F
Duke Energy Corp,DUK
Red Sky Energy Ltd,Ticker not found
"BP PLC,Kinder Morgan Inc",Ticker not found
Energy & Environmental Services Inc,Ticker not found
Brookfield Renewable Partners LP,Ticker not found
Parkland Corp/Canada,Ticker not found
TravelCenters of America Inc,Ticker not found
Spectris PLC,SEPJY
Gastar Exploration Inc,Ticker not found
Corning Natural Gas Holding Corp,Ticker not found
Alimentation Couche-Tard Inc,ATD.TO
Engie SA,ENGI.PA
Calpine Corp,Ticker not found
ORLEN SA,PKY1.SG
ORLEN SA,PKY1.SG
USD Partners LP,USDP
Strikewell Energy Corp,Ticker not found
General Electric Co,POR
Brookfield Renewable Partners LP,Ticker not found
TC Energy Corp,TRP
Carlyle Group Inc/The,Ticker not found
RSP Permian Inc,Ticker not found
Nostra Terra Oil & Gas Co PLC,Ticker not found
Renewable Energy Group Inc,Ticker not found
Suncor Energy Inc,SU
XPLR Infrastructure LP,XIFR
SandRidge Energy Inc,SD
Canadian Solar Inc,CSIQ
Parkland Corp,PKIUF
Mullen Group Ltd,MTL.TO
Sunoco LP,SUN
PBF Energy Inc,PBF
DealNet Capital Corp,Ticker not found
BlackRock Inc,BLK
Evolve Transition Infrastructu,Ticker not found
BG Group Ltd,BGM
AmTrust Financial Services Inc,AFSIA
Prysmian SpA,AEU.HA
Valero Energy Partners LP,Ticker not found
Indorama Ventures PCL,I93.SG
Shenzhen Energy Group Co Ltd,000027.SZ
AltaGas Ltd,ALA.TO
Antero Midstream Partners LP,AM
Clearway Energy Inc,CWEN
NextEra Energy Inc,NEE
BlueNRGY Group Ltd,Ticker not found
Consolidated Edison Inc,ED
EnLink Midstream Partners LP,Ticker not found
Cardinal Energy Ltd,CJ.TO
Trees Corp,CANN
Canyon Services Group Inc,Ticker not found
SunEdison Inc,Ticker not found
Emera Inc,EMA.TO
EV Energy Partners LP,Ticker not found
Holly Energy Partners LP,Ticker not found
PetroGas Co,PTCO
Schlumberger NV,Ticker not found
Otter Tail Corp,OTTR
Duke Energy Corp,DUK
Vertex Resource Group Ltd,VTX.V
LeadFX Inc,Ticker not found
TravelCenters of America Inc,Ticker not found
Keppel Ltd,BN4.SI
TravelCenters of America Inc,Ticker not found
Schlumberger NV,Ticker not found
"Blackstone Inc,Geosouthern Energy Corp,GeoSouthern Energy Partners LP",Ticker not found
Public Service Enterprise Group Inc,PEG
Electricite de France SA,Ticker not found
Southern Co/The,Ticker not found
SDX Energy PLC,SDXEF
PetroGas Co,PTCO
Sunoco LP,SUN
Alon USA Energy Inc,Ticker not found
Lonestar West Inc,Ticker not found
Accenture PLC,ACN
Rosneft Oil Co PJSC,Ticker not found
Pambili Natural Resources Corp,PNN.V
TravelCenters of America Inc,Ticker not found
Marquee Energy Ltd/CA,Ticker not found
Amazing Energy Oil and Gas Co,Ticker not found
PetroGas Co,PTCO
Shunfeng International Clean Energy Ltd,3SH.SG
Sunworks Inc,SUNWQ
Sunworks Inc,SUNWQ
Weatherford International PLC,WFRD
MultiClient Geophysical ASA,Ticker not found
PetroGas Co,PTCO
Revolution Lighting Technologies Inc,Ticker not found
Citadel Exploration Inc,Ticker not found
DNOW Inc,DNOW
NextEra Energy Inc,NEE
Renewable Energy Group Inc,Ticker not found
PetroGas Co,PTCO
Duke Energy Corp,DUK
EP Energy Corp,Ticker not found
TransAlta Corp,TAC
Striker Exploration Corp,Ticker not found
7-Eleven Malaysia Holdings Bhd,Ticker not found
Northwestern Energy Group Inc,NWE
Diversified Royalty Corp,DIV.TO
Eagle Energy Trust,Ticker not found
Pattern Energy Group Inc,Ticker not found
Airgas Inc,Ticker not found
Talen Energy Corp,TLN
Calpine Corp,Ticker not found
Genesis Energy LP,GEL
Sunoco LP,SUN
Kinder Morgan Inc,KMI
Northern Frontier Corp,Ticker not found
WPX Energy Inc,Ticker not found
Arc Logistics Partners LP,Ticker not found
Singlepoint Inc,SING
MPLX LP,MPLX
Onesoft Solutions Inc,Ticker not found
Black Hills Corp,BKH
Jade Power Trust,JPWR-H.V
Via Renewables Inc,VIASP
Duke Energy Corp,DUK
Calfrac Well Services Ltd,5CFA.F
Suncor Energy Inc,SU
Revolve Renewable Power Corp,PM7.F
World Health Energy Holdings Inc,WHEN
TransAlta Corp,TAC
"SunEdison Inc,TerraForm Power Inc",Ticker not found
Legacy Reserves Inc,Ticker not found
Veren Inc,VRN
Alpha Natural Resources Inc,Ticker not found
Voltaic Strategic Resources Lt,Ticker not found
Altera Infrastructure LP,Ticker not found
John Wood Group PLC,WG.L
Kingspan Group PLC,KRX.IR
DNOW Inc,DNOW
Public Service Enterprise Group Inc,PEG
Tourmaline Oil Corp,TOU.TO
Sundance Energy Inc,Ticker not found
Hydrocarbon Dynamics Ltd,Ticker not found
Ballard Power Systems Inc,BLDP
SunPower Corp,SPWRQ
TerraForm Power Inc,Ticker not found
Montana Exploration Corp,Ticker not found
GasLog Partners LP,GLOP-PB
Electricite de France SA,Ticker not found
CorEnergy Infrastructure Trust Inc,Ticker not found
Pattern Energy Group Inc,Ticker not found
Enbridge Income Fund Holdings Inc,Ticker not found
PetroGas Co,PTCO
Clearway Energy Inc,CWEN
PBF Energy Inc,PBF
American Water Works Co Inc,AWK
Aquadrill LLC,Ticker not found
Duke Energy Corp,DUK
Enercare Inc,Ticker not found
Exelon Corp,EXC
Brookfield Infrastructure Partners LP,BIP
Petroamerica Oil Corp,Ticker not found
Canamax Energy Ltd,Ticker not found
CrossAmerica Partners LP,CAPL
Trinidad Drilling Ltd,Ticker not found
Gibraltar Industries Inc,ROCK
Gulfport Energy Operating Corp,G2U0.F
Duke Energy Corp,DUK
Getty Realty Corp,GTY
Cenovus Energy Inc,CVE
Glori Energy Inc,GLRI
Forent Energy Ltd,Ticker not found
Tidewater Midstream and Infrastructure Ltd,TWMIF
Black Box Ltd,Ticker not found
Enterprise Products Partners LP,EPD
Ferrellgas Partners LP,Ticker not found
Z Energy Ltd,ZCL.SG
Canamax Energy Ltd,Ticker not found
Sun Pacific Holding Corp,SNPW
Southern Co/The,Ticker not found
Carlyle Group Inc/The,Ticker not found
Spartan Energy Corp,Ticker not found
Jericho Energy Ventures Inc,JLM.BE
EnLink Midstream Partners LP,Ticker not found
Veren Inc,VRN
Ring Energy Inc,REI
Toscana Energy Income Corp,Ticker not found
Aveda Transportation & Energy Services Inc,Ticker not found
Vanguard Natural Resources LLC,Ticker not found
Ravelin Properties REIT,SLTTF
Cue Energy Resources Ltd,Ticker not found
Southern Co/The,Ticker not found
Striker Exploration Corp,Ticker not found
Atlas Resource Partners LP,Ticker not found
Tamarack Valley Energy Ltd,TVE.TO
Sintana Energy Inc,SEI.V
Shell Midstream Partners LP,Ticker not found
TELUS Corp,T.TO
Chill Brands Group PLC,Ticker not found
Provaris Energy Ltd,PV1.AX
Consolidated Edison Inc,ED
Noble Energy Inc,Ticker not found
Southcross Energy Partners LLC,Ticker not found
"Alaska Communications Systems Group Inc,Quintillion Networks LLC",Ticker not found
Blueknight Energy Partners LP,Ticker not found
Crestwood Equity Partners LP,Ticker not found
Diamondback Energy Inc,FANG
ALLETE Inc,ALE
PBF Logistics LP,Ticker not found
Duke Energy Corp,DUK
Maple Leaf Royalties Corp,Ticker not found
Universal Power Group Inc,Ticker not found
TerraForm Power Inc,Ticker not found
Enable Midstream Partners LP,Ticker not found
Manitok Energy Inc,MKRYF
TravelCenters of America Inc,Ticker not found
Lonestar Resources Ltd,Ticker not found
TRC Cos Inc,Ticker not found
Teledyne Technologies Inc,TDY
ONEnergy Inc,OEG-H.V
Abraxas Petroleum Corp,Ticker not found
Southern Co/The,Ticker not found
Parkland Corp,PF6.DU
Lightning Ventures Inc,Ticker not found
Wescan Energy Corp,WCE.V
XPLR Infrastructure LP,XIFR
TORC Oil & Gas Ltd,Ticker not found
BP PLC,BP
Sempra,SRE
Petrolia Energy Corp,BBLSQ
Viridien,VIRI.PA
Vanguard Natural Resources LLC,Ticker not found
Freehold Royalties Ltd,FRU.TO
Archrock Partners LP,Ticker not found
"Pine Cliff Energy Ltd,Velvet Energy Ltd",Ticker not found
Lincoln Ventures Ltd,Ticker not found
ALLETE Inc,ALE
Southern Co/The,Ticker not found
Gulfport Energy Operating Corp,G2U0.MU
Dominion Energy Inc,D
Global Partners LP/MA,Ticker not found
AMID Merger LP,Ticker not found
Sunoco LP,SUN
MYR Group Inc,MYRG
Intercept Energy Services Inc,Ticker not found
"Macquarie Group Ltd (Fund: Macquarie Infrastructure Partners III LP),Brookfield Corp (Fund: Brookfield Infrastructure Fund II LP)",Ticker not found
Columbine Valley Resources Inc,TRXO
Williams Partners LP,Ticker not found
Pattern Energy Group Inc,Ticker not found
Dominion Energy Midstream Partners LP,Ticker not found
"KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP),Fleur de Lis Energy LLC",Ticker not found
Southern Co/The,Ticker not found
EnLink Midstream Partners LP,Ticker not found
Evolve Transition Infrastructu,Ticker not found
Delek Logistics Partners LP,DKL
Parkland Corp,PF6.DU
Corazon Mining Ltd,Ticker not found
EnerGulf Resources Inc,Ticker not found
Razor Energy Corp,RZREF
GASFRAC Energy Services Inc,Ticker not found
Maple Leaf Royalties Corp,Ticker not found
Entyr Ltd,Ticker not found
EnLink Midstream Partners LP,Ticker not found
Saxon Oil Co Ltd,Ticker not found
Indorama Ventures PCL,I93.SG
"EnLink Midstream Partners LP,EnLink Midstream LLC",Ticker not found
STV Group PLC,STVG.L
MKS Instruments Inc,MKSI
Whitecap Resources Inc,WCP.TO
Green Stream Holdings Inc,GSFI
Breitling Energy Corp,Ticker not found
Via Renewables Inc,VIASP
Red Sky Energy Ltd,Ticker not found
Alimentation Couche-Tard Inc,ATD.TO
Columbine Valley Resources Inc,TRXO
L B Foster Co,Ticker not found
TerraVest Industries Inc,TVK.TO
Tourmaline Oil Corp,TOU.TO
Expro Group Holdings NV,FK2.DU
TravelCenters of America Inc,Ticker not found
Showa Shell Sekiyu KK,Ticker not found
EQM Midstream Partners LP,Ticker not found
TELUS Corp,T.TO
SunEdison Inc,Ticker not found
"Pinecrest Energy Inc,Virginia Hills Oil Corp",Ticker not found
Primoris Services Corp,PRIM
AES Corp/The,Ticker not found
Western Midstream Operating LP,Ticker not found
Tallgrass Energy Partners LP,Ticker not found
Valero Energy Partners LP,Ticker not found
Clearway Energy Inc,CWEN
Clearway Energy Inc,CWEN
Plains All American Pipeline LP,Ticker not found
Iberdrola SA,IBE.VI
Marquee Energy Ltd/CA,Ticker not found
Legend Oil and Gas Ltd,LOGL
Kelt Exploration Ltd,KEL.TO
Cypress Environmental Partners,Ticker not found
Parkland Corp,PF6.DU
Rentech Inc,Ticker not found
Lonestar West Inc,Ticker not found
Toda Kogyo Corp,4100.T
Petro River Oil Corp,PTRC
"General Electric Co,Arc Logistics Partners LP",Ticker not found
Bonterra Energy Corp,BNE.TO
BlackRock Inc,BLK
Volkswagen AG,VOW3.DE
EnLink Midstream Partners LP,Ticker not found
Cardinal Energy Ltd,CJ.TO
Phillips 66 Partners LP,Ticker not found
Rose Rock Midstream LP,Ticker not found
Enphase Energy Inc,ENPH
NGL Energy Partners LP,NGL
Duke Energy Corp,DUK
TORC Oil & Gas Ltd,Ticker not found
Canadian Solar Inc,CSIQ
Forum Energy Technologies Inc,FET
"EnLink Midstream Partners LP,EnLink Midstream LLC",Ticker not found
Oceaneering International Inc,OII
Flotek Industries Inc,FTK
ALLETE Inc,ALE
BlueNRGY Group Ltd,Ticker not found
ETP Legacy LP,Ticker not found
Sparton Corp,Ticker not found
Spectra Energy Partners LP,Ticker not found
Genie Gateway,Ticker not found
Shell Energy Operations Pty Ltd,Ticker not found
Kinder Morgan Inc,KMI
Hawker Energy Inc,Ticker not found
Matador Resources Co,MTDR
Global Partners LP/MA,Ticker not found
Exelon Corp,EXC
UBE Corp,UBE.F
Azure Midstream Partners LP,Ticker not found
Superior Drilling Products Inc,Ticker not found
Azure Midstream Partners LP,Ticker not found
EnLink Midstream Partners LP,Ticker not found
"Carlyle Group Inc/The (Fund: Carlyle Power Partners I LP),Cogentrix Energy Power Management LLC",Ticker not found
Boralex Inc,BLX.TO
NuStar Energy LP,Ticker not found
Goldman Sachs Group Inc/The,GOSD.XD
TerraForm Power Inc,Ticker not found
Itron Networked Solutions Inc,Ticker not found
AMEN Properties Inc,AMEN
L B Foster Co,Ticker not found
Gemini Corp,Ticker not found
Algonquin Power & Utilities Corp,Ticker not found
Oil States International Inc,OIS
Sprague Resources LP,Ticker not found
Alto Ingredients Inc,ALTO
TC Energy Corp,TRP
SH Energy & Chemical Co Ltd,Ticker not found
High Peak Royalties Ltd,Ticker not found
Southwestern Energy Co,Ticker not found
Pattern Energy Group Inc,Ticker not found
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Ticker not found
Veresen Inc,Ticker not found
Public Service Enterprise Group Inc,PEG
Republic Services Inc,RSG
Dominion Energy Questar Corp,Ticker not found
Eco Atlantic Oil & Gas Ltd,Ticker not found
Duke Energy Corp,DUK
ALLETE Inc,ALE
Hyster-Yale Inc,HY
Eagle Energy Trust,Ticker not found
"CrossAmerica Partners LP,CST Brands LLC",Ticker not found
Leucrotta Exploration Inc,Ticker not found
Mexco Energy Corp,MXC
Repsol SA,REP.MU
Dominion Energy Inc,D
World Point Terminals LLC,Ticker not found
Valmec Ltd,Ticker not found
Probe Mines Ltd,Ticker not found
Andeavor Logistics LP,Ticker not found
CrossAmerica Partners LP,CAPL
Keyera Corp,KEY.TO
John Wood Group PLC,WG.L
Entergy Corp,ETR
Hillcrest Energy Technologies,7HI.BE
Freehold Royalties Ltd,FRU.TO
Capital Power Corp,CPX.TO
Tellurian Inc,Ticker not found
Southwestern Energy Co,Ticker not found
Sable Natural Resources Corp,Ticker not found
Bri-Chem Corp,5JN.MU
Grand Gulf Energy Ltd,GRGUF
Bellatrix Exploration Ltd,Ticker not found
Hyduke Energy Services Inc,Ticker not found
Berkshire Hathaway Inc,BRK-B
Enbridge Inc,ENB
NGL Energy Partners LP,NGL
Scryb Inc,SCYRF
Schoeller-Bleckmann Oilfield Equipment AG,0O05.IL
American Leisure Holdings Inc,AMLH
Toro Oil & Gas Ltd,Ticker not found
Bri-Chem Corp,5JN.MU
Mullen Group Ltd,MTL.TO
NGL Energy Partners LP,NGL
Southcross Energy Partners LLC,Ticker not found
Quanta Services Inc,PWR
Emerald Oil Inc,Ticker not found
88 Energy Ltd,EEENF
ONEnergy Inc,OEG-H.V
Core Resource Management Inc,Ticker not found
ETP Legacy LP,Ticker not found
Profire Energy Inc,Ticker not found
"SunEdison Inc,TerraForm Power Inc",Ticker not found
CorEnergy Infrastructure Trust Inc,Ticker not found
Logan International Inc,Ticker not found
PrairieSky Royalty Ltd,PSK.TO
Enterprise Products Partners LP,EPD
Alon USA Partners LP,Ticker not found
TC PipeLines LP,Ticker not found
Arkose Energy Corp,RKOS
Jones Lang LaSalle Inc,JLL
DTE Energy Co,DTE
SunPower Corp,SPWRQ
Hammer Fiber Optics Holdings Corp,HMMR
Riverstone Energy Ltd,RIY.MU
Magellan Midstream Partners LP,Ticker not found
Meidu Energy Corp,Ticker not found
Sunworks Inc,SUNWQ
Clearway Energy Inc,CWEN
Imperial Equities Inc,IEI.V
Aquadrill LLC,Ticker not found
Enservco Corp,ENSV
Sprague Resources LP,Ticker not found
FTI Consulting Inc,FCN
FTS International Inc,Ticker not found
TerraForm Power Inc,Ticker not found
SM Energy Co,SM
SRC Energy Inc,Ticker not found
Vectra Co,Ticker not found
Western Midstream Operating LP,Ticker not found
"Anadarko Petroleum Corp,KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP)",Ticker not found
ONEOK Partners LP,Ticker not found
SK Holdings Co Ltd/Old,Ticker not found
Carrizo Oil & Gas Inc,Ticker not found
SK Holdings Co Ltd/Old,Ticker not found
Breitburn Energy Partners LP,Ticker not found
Williams Partners LP,Ticker not found
Genesis Energy LP,GEL
Phillips 66 Partners LP,Ticker not found
EnLink Midstream Partners LP,Ticker not found
Alcatel Lucent SAS,Ticker not found
Kicking Horse Energy Inc,Ticker not found
"Manulife Financial Corp,Private Investor,British Columbia Investment Management Corp,Macquarie Infrastructure Partners Inc",Ticker not found
Andeavor Logistics LP,Ticker not found
Worthington Enterprises Inc,WOR
Lincoln Ventures Ltd,Ticker not found
Southwestern Energy Co,Ticker not found
Diversified Resources Inc,Ticker not found
US Geothermal Inc,Ticker not found
Striker Exploration Corp,Ticker not found
Striker Exploration Corp,Ticker not found
Clean Energy Fuels Corp,CLNE
American Midstream Partners LP,AMID
Black Hills Corp,BKH
Targa Resources Partners LP,Ticker not found
Targa Resources Corp,TRGP
Mid-Con Energy Partners LP,Ticker not found
Koninklijke Ten Cate BV,Ticker not found
Zephyr Energy PLC,VD5N.SG
Global Partners LP/MA,Ticker not found
Dawson Geophysical Co,RVS1.F
TerraForm Power Inc,Ticker not found
Natural Resource Partners LP,NRP
Spectrum Brands Holdings Inc,SPB
Fortaleza Energy Inc,Ticker not found
"KKR Group Co Inc (Fund: KKR Global Infrastructure Investors LP),Fleur de Lis Energy LLC",Ticker not found
TC Energy Corp,TRP
Dover Corp,DOV
DuPont de Nemours Inc,DD
NRG Energy Inc,NRG
Enterprise Products Partners LP,EPD
TC PipeLines LP,Ticker not found
Delek Logistics Partners LP,DKL
Artisan Energy Corp,Ticker not found
Artisan Energy Corp,Ticker not found
Freeport-McMoRan Inc,FCX
Coterra Energy Inc,CTRA
Whitecap Resources Inc,WCP.TO
Ovintiv Inc,OVV
EnLink Midstream Partners LP,Ticker not found
TravelCenters of America Inc,Ticker not found
Carlyle Group Inc/The,Ticker not found
Sunoco LP,SUN
Western Refining Logistics LP,Ticker not found
Sunoco LP,SUN
Enbridge Inc,ENB
Atlas Resource Partners LP,Ticker not found
Coterra Energy Inc,CTRA
Targa Energy LP,Ticker not found
ZaZa Energy Corp,ZAZA
Singlepoint Inc,SING
Enbridge Income Fund Holdings Inc,Ticker not found
Veresen Inc,Ticker not found
W&T Offshore Inc,Ticker not found
Siemens AG,SIE.DE
Algonquin Power & Utilities Corp,Ticker not found
Patterson-UTI Energy Inc,PTEN
Fuel Tech Inc,FUE1.F
Jefferies Financial Group Inc,JEF
Triangle Petroleum Corp,Ticker not found
Parkland Corp,PF6.DU
Basic Energy Services Inc,Ticker not found
Gemini Corp,Ticker not found
Western Refining Inc,Ticker not found
Enbridge Energy Partners LP,Ticker not found
Solar Power Inc,Ticker not found
Quarterhill Inc,QTRH.TO
PBF Logistics LP,Ticker not found
Quattro Exploration & Production Ltd,Ticker not found
Dominion Energy Inc,D
Leucrotta Exploration Inc,Ticker not found
Sprague Resources LP,Ticker not found
Kraken Robotics Inc,PNG.V
Next Fuel Inc,Ticker not found
Mitsubishi Corp,8058.T
Wellstar Energy Corp,Ticker not found
Premier Holding Corp,Ticker not found
Algonquin Power & Utilities Corp,Ticker not found
Ashtead Group PLC,AHT.L
Worley Ltd,WF9.F
Radiant Oil & Gas Inc,Ticker not found
ETP Legacy LP,Ticker not found
LIG Assets Inc,LIGA
Boardwalk Pipeline Partners LP,Ticker not found
Teledyne Technologies Inc,TDY
Tamarack Valley Energy Ltd,TVE.TO
Moon Equity Holdings Corp,MONI
Nostra Terra Oil & Gas Co PLC,Ticker not found
Ecolab Inc,ECL
Pembina Pipeline Corp,PPL.TO
Buckeye Partners LP,Ticker not found
Veren Inc,VRN
Cardinal Energy Ltd,CJ.TO
Callon Petroleum Co,Ticker not found
TransAtlantic Petroleum Ltd,Ticker not found
LRR Energy LP,Ticker not found
Ferrellgas Partners LP,Ticker not found
ITOCHU Corp,8001.T
Attis Oil and Gas Ltd,Ticker not found
CES Energy Solutions Corp,CEU.TO
Calpine Corp,Ticker not found
Parsley Energy Inc,Ticker not found
Solar Alliance Energy Inc,SAENF
Lockheed Martin Corp,LMT
Dynegy Inc,DYN
Dynegy Inc,DYN
Kontron AG,KTN.SG
Matrix Service Co,MTRX
Whitecap Resources Inc,WCP.TO
Ikkuma Resources Corp,Ticker not found
Jericho Energy Ventures Inc,JLM.BE
Echelon Corp,ELON
Trane Technologies PLC,TT
Vesuvius PLC,VSVS.L
"Blackstone Inc (Fund: Blackstone Energy Partners LP),Vine Oil & Gas LP",Ticker not found
Ultra Petroleum Corp,Ticker not found
NRG Energy Inc,NRG
Blue Horizon Global Capital Co,MOOIF
Rex Energy Corp,Ticker not found
Secure Waste Infrastructure Co,SES.TO
Martin Midstream Partners LP,MMLP
Kinder Morgan Inc,KMI
Kinder Morgan Inc,KMI
Kinder Morgan Inc,KMI
Seatrium Ltd,5E2.SI
Dawson Geophysical Co,RVS1.F
Glacier Oil & Gas Corp,Ticker not found
Core Resource Management Inc,Ticker not found
CST Brands LLC,Ticker not found
UIL Holdings Corp/Old,Ticker not found
TerraVest Industries Inc,TVK.TO
AMF Hawaii Investments LLC,Ticker not found
Linn Energy LLC,LINE
Vanguard Natural Resources LLC,Ticker not found
Emerald Oil Inc,Ticker not found
Mid-Con Energy Partners LP,Ticker not found
Baron Energy Inc,BROE
Emerald Oil Inc,Ticker not found
Calumet Specialty Products Partners LP,Ticker not found
Marsa Energy Inc,Ticker not found
Enterprise Group Inc,PEG
American Patriot Oil & Gas Ltd,Ticker not found
Weir Group PLC/The,WEIRL.XC
Veren Inc,VRN
Exelon Corp,EXC
Crawford & Co,Ticker not found
SM Energy Co,SM
Cardinal Energy Ltd,CJ.TO
Centrica PLC,CNA.L
Pine Cliff Energy Ltd,PNE.TO
Duke Energy Corp,DUK
Caiterra International Energy Corp,Ticker not found
Patten Energy Solutions Group Inc,PTTN
Liquefied Natural Gas Ltd,Ticker not found
RSP Permian Inc,Ticker not found
Emerge Energy Services LP,Ticker not found
PrairieSky Royalty Ltd,PSK.TO
Breitburn Energy Partners LP,Ticker not found
Mid-Con Energy Partners LP,Ticker not found
ForceField Energy Inc,Ticker not found
Public Service Enterprise Group Inc,PEG
Diamondback Energy Inc,FANG
TXNM Energy Inc,TXNM
Major Drilling Group International Inc,MDI.TO
CSI Compressco LP,Ticker not found
Pine Cliff Energy Ltd,PNE.TO
Cronos Group Inc,CRON
US Silica Holdings Inc,Ticker not found
Perusahaan Gas Negara Tbk PT,Ticker not found
RDX Technologies Corp,RGDEF
Electricite de France SA,Ticker not found
Archrock Partners LP,Ticker not found
American Midstream Partners LP,AMID
World Kinect Corp,WFK.BE
Bayport International Holdings Inc,BAYP
Whiting Petroleum Corp,Ticker not found
Alpha DX Group Ltd,Ticker not found
Oando Energy Resources Inc,Ticker not found
SunOil Ltd,Ticker not found
Exelon Corp,EXC
Ranger Oil Corp,Ticker not found
Ikkuma Resources Corp,Ticker not found
ITOCHU Corp,8001.T
ITOCHU Corp,8001.T
Canyon Services Group Inc,Ticker not found
Warren Resources Inc,Ticker not found
EQT RE Merger Sub Inc,Ticker not found
AMF Hawaii Investments LLC,Ticker not found
BayWa AG,BYW6.VI
CES Energy Solutions Corp,CEU.TO
Public Service Enterprise Group Inc,PEG
Mapan Energy Ltd,Ticker not found
Ferrellgas Partners LP,Ticker not found
Linn Energy LLC,LINE
Pattern Energy Group Inc,Ticker not found
SGH Ltd,9SG0.MU
Parsley Energy Inc,Ticker not found
Enteq Technologies PLC,5EQ.F
US Geothermal Inc,Ticker not found
SOW GOOD INC,SOWG
Bonavista Energy Corp,Ticker not found
New Source Energy Partners LP,Ticker not found
Zedcor Inc,ZDC.V
Tribute Resources Inc,Ticker not found
Dynasil Corp of America,DYSL
Hemisphere Energy Corp,HME.V
C&J Energy Services Ltd/Old,Ticker not found
Legacy Oil + Gas Inc,Ticker not found
Lightning Ventures Inc,Ticker not found
WEC Energy Group Inc,WEC
Nibe Industrier AB,NIBE-B.ST
Rose Rock Midstream LP,Ticker not found
Andeavor Logistics LP,Ticker not found
Phillips 66,PSX
China Oil & Gas Group Ltd,Ticker not found
"Mouvement des caisses Desjardins,Innergex Renewable Energy Inc",Ticker not found
SunEdison Inc,Ticker not found
World Point Terminals LLC,Ticker not found
Lonestar West Inc,Ticker not found
Midcoast Energy Partners LP,Ticker not found
DXI Capital Corp,Ticker not found
SunEdison Inc,Ticker not found
Blackstone Inc,BX
Canyon Services Group Inc,Ticker not found
Valero Energy Partners LP,Ticker not found
