Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Price_Status
02-05-2017,XIFR,XPLR Infrastructure LP,Golden West Wind Holdings LLC,,422.0,,Completed,2017-04-21,20.95,2017-05-12,21.77,Success
01-05-2017,PPL.TO,Pembina Pipeline Corp,Veresen Inc,,5085.7,,Completed,2017-04-20,28.18,2017-05-11,27.93,Success
01-05-2017,XOM,Exxon Mobil Corp,Certain Assets,Paramount Resources TEC Ltd,43.91,,Completed,2017-04-20,56.12,2017-05-11,57.77,Success
01-05-2017,MKRYF,Manitok Energy Inc,Craft Oil Ltd,,13.85,,Completed,,,,,No valid trading days found
01-05-2017,PR,Permian Resources Corp,Oil & gas properties/Northern Delaware Basin,GMT Exploration Co LLC/CO,,,Completed,2017-04-20,16.22,2017-05-11,14.85,Success
28-04-2017,ETR,Entergy Corp,361 MW natural gas-fueled electrical generation plant,Calpine Corp,222.0,,Completed,2017-04-17,24.69,2017-05-08,24.69,Success
26-04-2017,GPRE,Green Plains Inc,2 Cattle feeding operations,Cargill Inc,36.7,,Completed,2017-04-13,21.28,2017-05-08,24.1,Success
26-04-2017,DRXGY,Drax Group PLC,Operating assets/Louisiana Pellets,German Pellets GmbH,35.4,,Completed,,,,,No valid trading days found
25-04-2017,CHRD,Chord Energy Corp,North Star Water LLC,,,,Completed,2017-04-13,8.61,2017-05-05,7.87,Success
21-04-2017,DYN,Dynegy Inc,Wm. H. Zimmer Generating Station,AES Corp/The,,,Completed,,,,,No valid trading days found
21-04-2017,DYN,Dynegy Inc,Miami Fort Unit 7 and Miami Fort Unit 8,AES Corp/The,,,Completed,,,,,No valid trading days found
19-04-2017,BBU-UN.TO,Brookfield Business Partners LP,Gas station operations/Canada,Loblaw Cos Ltd,401.06,,Completed,2017-04-07,20.31,2017-05-01,22.74,Success
19-04-2017,ZPTAF,Surge Energy Inc,Sparky area crude oil property,,37.0,,Completed,2017-04-07,13.3,2017-05-01,11.54,Success
19-04-2017,RZREF,Razor Energy Corp,Strategic assets in west central Alberta,,7.13,,Completed,2017-04-07,1.67,2017-05-01,1.66,Success
18-04-2017,PF6.DU,Parkland Corp,Chevron Canada R&M ULC,Chevron Corp,1090.18,,Completed,,,,,No valid trading days found
18-04-2017,S4O0.F,Source Energy Services Ltd,Sand Products Wisconsin LLC,,45.0,,Completed,,,,,No valid trading days found
18-04-2017,SES.TO,Secure Waste Infrastructure Co,Chemical production business,,22.25,,Completed,2017-04-07,7.46,2017-04-28,6.81,Success
17-04-2017,BX,Blackstone Inc,Eagleclaw Midstream Ventures LLC,EnCap Investments LP,2000.0,,Completed,2017-04-06,20.79,2017-04-27,22.25,Success
12-04-2017,CPX.TO,Capital Power Corp,Decatur Power Holdings LLC,LS Power Development LLC,441.0,,Completed,2017-03-31,16.45,2017-04-24,15.28,Success
12-04-2017,EGHSF,Enghouse Systems Ltd,Tollgrade Communications Inc,Golden Gate Capital LP,23.0,,Completed,2017-03-31,20.61,2017-04-24,18.47,Success
12-04-2017,D,Dominion Energy Inc,40-megawatt Midway II Project solar power plant,Solar Frontier KK,,,Completed,2017-03-31,54.71,2017-04-24,55.07,Success
04-04-2017,ACU,Unit Corp,Oil and natural gas assets/Grady & Caddo counties,,57.0,,Completed,2017-03-24,22.85,2017-04-17,24.06,Success
29-03-2017,CVE,Cenovus Energy Inc,Canadian conventional natural gas assets,ConocoPhillips,13196.47,,Completed,2017-03-17,10.9,2017-04-10,9.93,Success
27-03-2017,SDI.V,Stampede Drilling Inc,3 complete tele-double drilling rigs & related assets,Vortex Drilling Ltd,4.56,,Completed,2017-03-16,0.25,2017-04-06,0.23,Success
27-03-2017,OSA.BE,Osaka Gas Co Ltd,Shore Power Plant,Competitive Power Ventures Holdings LLC,,,Completed,2017-03-16,0.02,2017-04-06,-0.05,Success
24-03-2017,AEP,American Electric Power Co Inc,Conesville power plant/Ohio,Dynegy Inc,,,Completed,2017-03-13,49.55,2017-04-03,50.55,Success
23-03-2017,TUSK,Mammoth Energy Services Inc,Chieftain Sand & Proppant LLC,,36.0,,Completed,2017-03-10,18.44,2017-04-03,21.09,Success
22-03-2017,TCW.TO,Trican Well Service Ltd,Canyon Services Group Inc,,513.34,,Completed,2017-03-10,3.7,2017-04-03,3.73,Success
21-03-2017,17J.F,Journey Energy Inc,Central Alberta core,,23.75,,Completed,2017-03-10,1.89,2017-03-31,2.03,Success
21-03-2017,TUSK,Mammoth Energy Services Inc,Sturgeon Acquisitions LLC,"Gulfport Energy Operating Corp,Wexford Capital LP,Rhino Resource Partners LP",,,Completed,2017-03-10,18.44,2017-03-31,21.04,Success
20-03-2017,21K0.SG,Australian Oil Co Ltd,5 operated natural gas wells,,,,Completed,,,,,No valid trading days found
15-03-2017,EPD,Enterprise Products Partners LP,Azure natural gas gathering system,Azure Midstream Partners LP,189.0,,Completed,2017-03-03,15.71,2017-03-27,15.04,Success
15-03-2017,WINKF,Windfall Geotek Inc,Diagnos mining division,DIAGNOS Inc/Canada,0.8,,Completed,2017-03-03,0.07,2017-03-27,0.07,Success
13-03-2017,NEXT,NextDecade Corp,NextDecade LLC,"York Capital Management LP,Valinor Management LP,Halcyon Energy Corp Pte Ltd",,,Completed,2017-03-02,10.15,2017-03-23,10.2,Success
10-03-2017,OWRDF,One World Lithium Inc,Lithium Investments Ltd,,0.74,,Completed,,,,,No valid trading days found
09-03-2017,CRC.BE,Canadian Natural Resources Ltd,Athabasca Oil Sands Project & Peace River Complex in-situ assets/Canada,Shell PLC,8162.21,,Completed,2017-02-24,7.9,2017-03-20,8.67,Success
09-03-2017,BTC-USD,"Canadian Natural Resources Ltd,Shell PLC",Marathon Oil Canada Corp,Marathon Oil Corp,2500.0,,Completed,2017-02-26,1165.2,2017-03-19,1036.74,Success
07-03-2017,BN,Brookfield Corp,TerraForm Power Inc,,4724.71,17.98,Completed,2017-02-24,17.95,2017-03-17,17.96,Success
07-03-2017,BN,Brookfield Corp,TerraForm Global Inc,,954.09,11.64,Completed,2017-02-24,17.95,2017-03-17,17.96,Success
07-03-2017,EXTR,Extreme Networks Inc,Networking business of Avaya,Avaya Holdings Corp,100.0,,Completed,2017-02-24,6.44,2017-03-17,6.71,Success
03-03-2017,TOBAF,TAAT Global Alternatives Inc,Texas Panhandle properties,Ponderosa Energy LLC/TX,1.3,,Completed,2017-02-17,6.17,2017-03-13,8.56,Success
03-03-2017,CA09352R1055.SG,Blende Silver Corp,"BCGold Corp Gold Hill Gold Mine,BCGOld Corp Engineer Gold Mine",NEO Battery Materials Ltd,0.26,,Completed,,,,,No valid trading days found
02-03-2017,FANG,Diamondback Energy Inc,Brigham Resources LLC,"Yorktown Partners LLC (Fund: Yorktown Energy Partners IX LP),Warburg Pincus LLC (Fund: Warburg Pincus Private Equity XI LP),Pine Brook Road Partners LLC (Fund: Pine Brook Capital Partners II LP)",2550.0,,Completed,2017-02-17,85.59,2017-03-13,80.53,Success
02-03-2017,FAT.CN,Foremost Clean Energy Ltd,Winston Gold project,"Southwest Exploration Inc,Redline Minerals Inc",0.31,,Completed,2017-02-17,5.5,2017-03-13,5.5,Success
01-03-2017,MPLX,MPLX LP,Certain terminal pipeline & storage assets,Marathon Petroleum Corp,2015.0,,Completed,2017-02-17,18.08,2017-03-13,17.33,Success
01-03-2017,BP,BP PLC,Renewable natural gas business/Clean Energy Fuels Corp,Clean Energy Fuels Corp,155.0,,Completed,2017-02-17,21.34,2017-03-13,21.75,Success
28-02-2017,0OJ4.L,Egide SA,Santier Inc,"Pegasus Capital Group SA,Courtney Group LLC/The",,,Completed,,,,,No valid trading days found
27-02-2017,NEL.OL,NEL ASA,Proton Energy Systems Inc,F9 Investments LLC,70.0,,Completed,2017-02-16,2.04,2017-03-09,2.12,Success
24-02-2017,DEC,Diversified Energy Co PLC,Producing gas & oil wells/Ohio & Pennsylvania,,1.75,,Completed,,,,,No valid trading days found
24-02-2017,DYN,Dynegy Inc,W H Zimmer Power Plant,American Electric Power Co Inc,,,Completed,,,,,No valid trading days found
22-02-2017,PTCO,PetroGas Co,Oil & gas leases/OK,,,,Completed,,,,,No valid trading days found
22-02-2017,PWM.V,Power Metals Corp,Coyote Project,,,,Completed,2017-02-10,0.39,2017-03-06,0.32,Success
22-02-2017,SD,SandRidge Energy Inc,13100 acres in Stack Formation,"Red Mountain Energy Corp/United States,IOG Capital LP",,,Completed,2017-02-10,15.3,2017-03-06,14.23,Success
21-02-2017,CPX.TO,Capital Power Corp,Thermal Power Business/Veresen,Veresen Inc,380.1,,Completed,2017-02-10,15.79,2017-03-03,16.08,Success
14-02-2017,09N.F,Prairie Provident Resources Inc,Oil assets/Northern Alberta,,41.0,,Completed,2017-02-03,0.53,2017-02-24,0.49,Success
14-02-2017,PRQ.TO,Petrus Resources Ltd,Certain oil & natural gas interests/Ferrier area,,,,Completed,2017-02-03,2.53,2017-02-24,2.29,Success
13-02-2017,SPB.TO,Superior Plus Corp,Canwest Propane ULC,Gibson Energy Inc,435.0,,Completed,2017-02-02,7.74,2017-02-23,7.8,Success
13-02-2017,SPB.TO,Superior Plus Corp,Industrial Propane business,Gibson Energy Inc,315.02,,Completed,2017-02-02,7.74,2017-02-23,7.8,Success
13-02-2017,MPLX,MPLX LP,Ozark pipeline,Enbridge Energy Partners LP,220.0,,Completed,2017-02-02,17.78,2017-02-23,18.03,Success
10-02-2017,SR,Spire Inc,PULS Inc,,,,Completed,2017-01-30,47.23,2017-02-21,47.86,Success
09-02-2017,EQT,EQT Corp,53400 core net Marcellus acres,Talos Energy Inc,527.0,,Completed,2017-01-27,32.47,2017-02-21,31.6,Success
06-02-2017,MAHA-A.ST,Maha Energy AB,Gran Tierra Finance Luxembourg Sarl,Gran Tierra Energy Inc,37.57,,Completed,2017-01-26,8.71,2017-02-16,8.16,Success
06-02-2017,EROSF,Eros Resources Corp,Flaxcombe Heavy oil field,Westcore Energy Ltd,1.22,,Completed,,,,,No valid trading days found
06-02-2017,21K0.SG,Australian Oil Co Ltd,13 operated natural gas wells,ABA Energy Corp,0.78,,Completed,,,,,No valid trading days found
02-02-2017,BNRD.XC,Brenntag SE,Pipeline & chemicals services business segment,Greene's Energy Group LLC,,,Completed,2017-01-20,44.11,2017-02-13,46.84,Success
02-02-2017,MUFG,"Mitsubishi UFJ Financial Group Inc,Allianz Capital Partners GmbH",Great Western wind park,Electricite de France SA,,,Completed,2017-01-20,6.36,2017-02-13,6.79,Success
01-02-2017,OKE,ONEOK Inc,ONEOK Partners LP,,17377.65,11.54,Completed,2017-01-20,33.87,2017-02-13,33.3,Success
01-02-2017,WEC,WEC Energy Group Inc,Bluewater gas storage facility,Plains All American Pipeline LP,230.0,,Completed,2017-01-20,44.87,2017-02-13,44.79,Success
30-01-2017,BWEN,Broadwind Inc,Red Wolf Co LLC,,,,Completed,2017-01-19,4.11,2017-02-09,4.77,Success
30-01-2017,PTCO,PetroGas Co,6 oil & gas wells,,,,Completed,,,,,No valid trading days found
27-01-2017,TRGP,Targa Resources Corp,Certain Assets,Silver Hill Energy Partners LLC,484.0,,Completed,2017-01-13,40.33,2017-02-06,43.37,Success
27-01-2017,ENB,Enbridge Inc,Midcoast Energy Partners LP,Enbridge Energy Partners LP,170.21,200.98,Completed,2017-01-13,27.63,2017-02-06,27.5,Success
26-01-2017,PWM.V,Power Metals Corp,Lithium Oilfield Brine project portfolio,,1.0,,Completed,2017-01-13,0.26,2017-02-06,0.37,Success
25-01-2017,ALA.TO,AltaGas Ltd,WGL Holdings Inc,,6289.42,14.84,Completed,2017-01-13,20.69,2017-02-06,19.96,Success
25-01-2017,PTCO,PetroGas Co,Oil and gas leases/US,DOI Bureau of Land Management,,,Completed,,,,,No valid trading days found
24-01-2017,CJ.TO,Cardinal Energy Ltd,Certain Assets,Craft Oil Ltd,40.57,,Completed,2017-01-13,5.71,2017-02-03,5.22,Success
23-01-2017,TRGP,Targa Resources Corp,"Outrigger Delaware Operating LLC,Outrigger Southern Delaware Operating LLC,Outrigger Midland Operating LLC",Outrigger Energy LLC,565.0,,Completed,2017-01-12,39.92,2017-02-02,42.33,Success
19-01-2017,ED,Consolidated Edison Inc,Juhl Energy Services Inc,Juhl Energy Inc,,,Completed,2017-01-06,54.85,2017-01-30,54.35,Success
19-01-2017,ED,Consolidated Edison Inc,Ross Solar Group LLC,,,,Completed,2017-01-06,54.85,2017-01-30,54.35,Success
18-01-2017,NVAC.F,Banpu PCL,Certain Assets,Chief Exploration & Development LLC,63.0,,Completed,2017-01-06,0.0,2017-01-30,0.0,Success
17-01-2017,XOM,Exxon Mobil Corp,Unnamed Target,,5600.0,,Completed,2017-01-06,60.75,2017-01-27,58.7,Success
16-01-2017,756.SG,Cassiar Gold Corp,Bayonne & Sheep Creek properties/Salmo,Yellowstone Resources Ltd,0.72,,Completed,,,,,No valid trading days found
11-01-2017,ENEL.MI,Enel SpA,Demand Energy Networks Inc,,40.12,,Completed,2016-12-30,2.61,2017-01-23,2.6,Success
11-01-2017,ALPP,Alpine 4 Holdings Inc,Horizon Well Testing LLC,,5.5,,Completed,,,,,No valid trading days found
10-01-2017,DUK,Duke Energy Corp,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",SunPower Corp,,,Completed,2016-12-30,55.12,2017-01-20,54.91,Success
09-01-2017,FET,Forum Energy Technologies Inc,Cooper Valves LP,,14.5,,Completed,2016-12-29,440.0,2017-01-19,455.0,Success
06-01-2017,INVX,Innovex International Inc,Technologies Alliance Inc/The,,20.0,,Completed,2016-12-23,60.7,2017-01-17,63.05,Success
05-01-2017,BLDP,Ballard Power Systems Inc,Ballard Power Systems Europe A/S,Dansk Industri Invest A/S,,,Completed,2016-12-23,1.76,2017-01-17,1.91,Success
04-01-2017,AR,Antero Resources Corp,Ohio Utica assets/Warrior South Area,Rex Energy Corp,30.0,,Completed,2016-12-23,24.27,2017-01-17,25.45,Success
04-01-2017,MCB.TO,McCoy Global Inc,3PS Inc,Pason Systems Inc,6.1,,Completed,2016-12-23,1.89,2017-01-16,1.68,Success
04-01-2017,3PS.F,Pason Systems Inc,Verdazo Analytics Inc,,,,Completed,2016-12-23,8.67,2017-01-16,8.5,Success
03-01-2017,ORA,Ormat Technologies Inc,Viridity Energy Inc,"Private Investor,Braemar Energy Ventures (Fund: Braemar Energy Ventures II LP),AltEnergy LLC,Intel Capital Corp (Fund: Intel Capital AppUp Fund)",35.0,,Completed,2016-12-23,49.89,2017-01-13,50.12,Success
30-12-2016,EOLU-B.ST,Eolus Vind AB,Wind Wall Development LLC,ZCF Wind Wall LLC,0.46,,Completed,2016-12-19,18.6,2017-01-09,20.75,Success
29-12-2016,RZREF,Razor Energy Corp,Razor Energy Corp/CA,,,,Completed,,,,,No valid trading days found
21-12-2016,SKP.V,Strikepoint Gold Inc,Yukon Portfolio,IDM Mining Ltd,2.98,,Completed,2016-12-09,4.0,2017-01-03,3.9,Success
21-12-2016,2INV.F,2invest AG,CBS Scientific Co Inc,,0.9,,Completed,,,,,No valid trading days found
20-12-2016,NGL,NGL Energy Partners LP,Certain oil and gas assets/Oklahoma,Murphy Energy Corp,51.0,,Completed,2016-12-09,11.1,2016-12-30,12.5,Success
20-12-2016,ATO,Atmos Energy Corp,Natural gas transportation pipeline,EnLink Midstream Partners LP,,,Completed,2016-12-09,60.14,2016-12-30,60.89,Success
19-12-2016,TWMIF,Tidewater Midstream and Infrastructure Ltd,Brazeau River complex gas plant and pipelines,,22.4,,Completed,,,,,No valid trading days found
16-12-2016,BLX.TO,Boralex Inc,Yellow Falls Small Hydro Plant Canada,,74.3,,Completed,2016-12-05,14.47,2016-12-28,15.64,Success
16-12-2016,EDE.XA,Eden Innovations Ltd,New Colorado property,,1.52,,Completed,2016-12-05,0.23,2016-12-28,0.23,Success
15-12-2016,CAT,Caterpillar Inc,Kemper Valve & Fittings Corp,,,,Completed,2016-12-02,78.43,2016-12-27,77.94,Success
14-12-2016,FANG,Diamondback Energy Inc,"Brigham Resources Operating LLC,Brigham Resources Midstream LLC",,2408.02,,Completed,2016-12-02,86.0,2016-12-27,82.59,Success
14-12-2016,G2U0.MU,Gulfport Energy Operating Corp,Scoop assets,Vitruvian II Woodford LLC,1850.42,,Completed,,,,,No valid trading days found
14-12-2016,ATH.TO,Athabasca Oil Corp,Canadian Thermal Oil assets,Equinor ASA,535.48,,Completed,2016-12-02,1.44,2016-12-28,2.01,Success
14-12-2016,FCEL,FuelCell Energy Inc,1.4 MW Fuel cell power plant/US,,,,Completed,2016-12-02,720.0,2016-12-27,720.0,Success
13-12-2016,PTEN,Patterson-UTI Energy Inc,Seventy Seven Energy Inc,,1363.9,,Completed,2016-12-02,24.63,2016-12-23,23.42,Success
13-12-2016,MTRX,Matrix Service Co,Houston Interests LLC,,46.0,,Completed,2016-12-02,20.8,2016-12-23,22.5,Success
13-12-2016,CA74022D4075.SG,Precision Drilling Corp,Service rig business,Essential Energy Services Ltd,21.34,,Completed,,,,,No valid trading days found
13-12-2016,PTCO,PetroGas Co,4 oil & gas wells/Roberts County Texas,,,,Completed,,,,,No valid trading days found
07-12-2016,SPLP-PA,Steel Partners Holdings LP,Steel Excel Inc,,67.33,,Completed,,,,,No valid trading days found
07-12-2016,NRIS,Norris Industries Inc,3D Seismic 350-acre leasehold,,,,Completed,2016-11-25,1.5,2016-12-19,1.49,Success
06-12-2016,TDY,Teledyne Technologies Inc,Hanson Research Corp,,,,Completed,2016-11-25,124.97,2016-12-16,123.0,Success
05-12-2016,IEI.V,Imperial Equities Inc,149 Street Business Centre/Edmonton,,7.4,,Completed,2016-11-24,4.31,2016-12-15,4.26,Success
02-12-2016,SLI,Standard Lithium Ltd,Moab Minerals Corp,,1.15,,Completed,,,,,No valid trading days found
30-11-2016,KWR,Quaker Chemical Corp,Quaker Houghton Canada Inc,,11.93,,Completed,2016-11-18,111.12,2016-12-12,121.63,Success
30-11-2016,WTXR,West Texas Resources Inc,Oil & gas leases/Texas,,,,Completed,2016-11-18,0.58,2016-12-12,0.5,Success
28-11-2016,PR,Permian Resources Corp,Leasehold interests & upstream assets/Reeves County/US,Silverback Exploration LLC,855.0,,Completed,2016-11-17,12.42,2016-12-08,16.84,Success
28-11-2016,BIIO,Bionovate Technologies Corp,Human Energy Alliance Laboratories Corp,,,,Completed,2016-11-17,250.0,2016-12-08,8050.0,Success
23-11-2016,TOT.TO,Total Energy Services Inc,Savanna Energy Services Corp,,324.75,,Completed,2016-11-11,10.63,2016-12-05,11.34,Success
23-11-2016,BTE,Baytex Energy Corp,Oil Sands Leases/Alberta,,48.2,,Completed,2016-11-11,3.66,2016-12-05,4.54,Success
22-11-2016,BTE,Baytex Energy Corp,Heavy oil assets/Peace River,,48.28,,Completed,2016-11-11,3.66,2016-12-02,4.46,Success
21-11-2016,PEG,Public Service Enterprise Group Inc,Northampton County solar energy facility/ North Carolina,BayWa r.e. GmbH,12.94,,Completed,2016-11-10,30.1,2016-12-01,30.85,Success
18-11-2016,ALE,ALLETE Inc,Water & Energy Systems Technology Inc,,,,Completed,2016-11-07,43.55,2016-11-28,46.76,Success
16-11-2016,COPEC.SN,Empresas Copec SA,"Exxonmobil Ecuador Cia Ltda,Exxonmobil Andean Holding LLC",Exxon Mobil Corp,747.0,,Completed,2016-11-04,6060.96,2016-11-28,6293.24,Success
15-11-2016,SM,SM Energy Co,Producing properties & Undeveloped leasehold interests/Howard County,,,,Completed,2016-11-04,28.48,2016-11-25,33.02,Success
10-11-2016,CEN-H.V,Claren Energy Corp,Petroleum exploration licenses 112 & 444,Perseville Investing Inc,2.0,,Completed,2016-10-28,6.0,2016-11-21,6.0,Success
08-11-2016,EMR,Emerson Electric Co,Blending & Transfer Systems business,TechnipFMC PLC,,,Completed,2016-10-28,40.18,2016-11-18,43.9,Success
04-11-2016,BKH,Black Hills Corp,Peak View Wind project,,109.0,,Completed,2016-10-24,44.29,2016-11-14,43.31,Success
03-11-2016,BLX.TO,Boralex Inc,Niagara Region wind farm project,Enercon GmbH,173.49,,Completed,2016-10-21,15.3,2016-11-14,13.36,Success
03-11-2016,0IUS.L,Genie Energy Ltd,Retail Energy Holdings LLC,,9.5,,Completed,,,,,No valid trading days found
02-11-2016,TVE.TO,Tamarack Valley Energy Ltd,Spur Resources Ltd,,308.94,,Completed,2016-10-21,3.42,2016-11-14,2.83,Success
02-11-2016,TGEN,Tecogen Inc,American DG Energy Inc,,25.1,,Completed,2016-10-21,4.02,2016-11-14,4.58,Success
02-11-2016,TDY,Teledyne Technologies Inc,Assets of IN USA Inc,IN USA Inc,,,Completed,2016-10-21,105.14,2016-11-14,120.27,Success
01-11-2016,CCI,Crown Castle Inc,"Unnamed Target,Fibernet Direct Florida LLC",NextEra Energy Inc,1500.0,,Completed,2016-10-21,67.89,2016-11-11,58.83,Success
01-11-2016,OXY,Occidental Petroleum Corp,Enhanced Oil Recovery Assets/Texas,,,,Completed,2016-10-21,58.88,2016-11-11,51.25,Success
31-10-2016,CNP,CenterPoint Energy Inc,Atmos Energy Marketing LLC,Atmos Energy Corp,40.0,,Completed,2016-10-20,17.19,2016-11-10,17.54,Success
31-10-2016,NEE,NextEra Energy Inc,Oncor Electric Delivery Co LLC,Texas Energy Future Capital Holdings LLC,27.0,6.93,Completed,2016-10-20,25.12,2016-11-10,23.28,Success
31-10-2016,POR,General Electric Co,Baker Hughes Co,,,,Completed,2016-10-20,31.18,2016-11-10,31.32,Success
27-10-2016,PF6.DU,Parkland Corp,PNE Corp,,17.0,,Completed,,,,,No valid trading days found
27-10-2016,PF6.DU,Parkland Corp,3 service stations,Seven-Eleven Japan Co Ltd,,,Completed,,,,,No valid trading days found
25-10-2016,EQT,EQT Corp,Trans Energy Inc,,47.18,,Completed,2016-10-14,34.12,2016-11-04,32.04,Success
25-10-2016,EQT,EQT Corp,35 Marcellus wells,"Trans Energy Inc,Alpha Natural Resources Inc",,,Completed,2016-10-14,34.12,2016-11-04,32.04,Success
24-10-2016,AMID,American Midstream Partners LP,AMID Merger LP,,304.34,30.41,Completed,,,,,No valid trading days found
20-10-2016,TOU.TO,Tourmaline Oil Corp,"Alberta Deep Basin,NEBC Montney Complex",Shell PLC,1032.1,,Completed,2016-10-07,24.81,2016-10-31,23.65,Success
19-10-2016,OII,Oceaneering International Inc,Blue Ocean Technologies LLC,,30.0,,Completed,2016-10-07,27.18,2016-10-31,23.25,Success
19-10-2016,VSOLF,Three Sixty Solar Ltd,Paradox north property,"Unknown Seller,Sustainable Capital Corp",0.23,,Completed,,,,,No valid trading days found
19-10-2016,DDEJF,Dundee Corp,Tender Choice Foods Inc,,,,Completed,2016-10-07,5.0,2016-10-31,4.78,Success
18-10-2016,SM,SM Energy Co,35700 acres in the Midland Basin/West Texas/US,Qstar LLC,1607.27,,Completed,2016-10-07,36.43,2016-10-28,32.09,Success
18-10-2016,CHRD,Chord Energy Corp,Williston Basin assets/Texas,SM Energy Co,765.8,,Completed,2016-10-07,7.46,2016-10-28,7.57,Success
18-10-2016,BES.V,Braille Energy Systems Inc,Braille Holdings Inc,Grafoid Inc,1.53,,Completed,2016-10-07,0.11,2016-10-28,0.04,Success
18-10-2016,PMPG,Premier Products Group Inc,Satic Inc,,,,Completed,2016-10-07,0.0,2016-10-28,0.0,Success
17-10-2016,DK,Delek US Holdings Inc,Alon USA Energy Inc,,792.06,27.23,Completed,2016-10-06,14.0,2016-10-27,13.53,Success
17-10-2016,INVX,Innovex International Inc,TIW Corp,,143.0,,Completed,2016-10-06,56.53,2016-10-27,49.95,Success
13-10-2016,PUL.V,Pulse Oil Corp,Hydrate Resources Corp,,2.12,,Completed,2016-09-30,0.04,2016-10-24,0.04,Success
13-10-2016,BNRD.XC,Brenntag SE,Lubricants Business/Noco Inc,NOCO Inc/NY,,,Completed,2016-09-30,41.3,2016-10-24,43.08,Success
12-10-2016,SUN,Sunoco LP,Retail convenience store assets & wholesale fuel business,Denny Oil Co,53.0,,Completed,2016-09-30,13.03,2016-10-24,13.18,Success
07-10-2016,FK2.DU,Expro Group Holdings NV,Blackhawk Group Holdings Inc,"Management Group,Bain Capital Private Equity LP (Fund: Bain Capital Fund X LP)",307.26,,Completed,,,,,No valid trading days found
07-10-2016,SRE,Sempra,Spire Mississippi Inc,,,,Completed,2016-09-26,42.38,2016-10-17,40.24,Success
05-10-2016,CRBO,Carbon Energy Corp,Natural gas wells and gathering facilities assets,,9.0,,Completed,2016-09-23,25.6,2016-10-17,16.0,Success
04-10-2016,SLSDF,Select Sands Corp,OPS's dry plant & assets,Ozark Premium Sand LLC,3.32,,Completed,2016-09-23,0.37,2016-10-14,0.64,Success
03-10-2016,GPRE,Green Plains Inc,"Fleischmann's Vinegar Co Inc,SCI Ingredients Holdings Inc",Stone Canyon Industries LLC,258.3,,Completed,2016-09-22,23.45,2016-10-13,24.61,Success
29-09-2016,MKRYF,Manitok Energy Inc,Light oil & NGLs assets/Willisden Green area,,10.28,,Completed,,,,,No valid trading days found
29-09-2016,NJR,New Jersey Resources Corp,6.3 megawatt medicine bow onshore wind farm,,,,Completed,2016-09-16,25.44,2016-10-10,24.57,Success
28-09-2016,4YJ0.MU,Spartan Delta Corp,Alberta oil and gas assets/CA,,0.22,,Completed,,,,,No valid trading days found
26-09-2016,TRP,TC Energy Corp,Columbia Pipeline Partners LP,,2155.05,3.21,Completed,2016-09-15,29.76,2016-10-06,29.93,Success
26-09-2016,DTE,DTE Energy Co,"Stonewall Gas Gathering LLC,Appalachia Gathering system","M3 Midstream LLC,Vega Energy Partners LLC",1300.0,,Completed,2016-09-15,59.79,2016-10-06,59.72,Success
22-09-2016,PWM.V,Power Metals Corp,Case Lake lithium property,,1.02,,Completed,2016-09-09,0.09,2016-10-03,0.1,Success
22-09-2016,BBLSQ,Petrolia Energy Corp,Twin Lakes San Andres Unit,Whistler Ventures LLC,0.35,,Completed,2016-09-09,0.12,2016-10-03,0.14,Success
19-09-2016,ABRA.V,AbraSilver Resource Corp,Huayra Minerals Corp,,,,Completed,2016-09-08,0.01,2016-09-29,0.01,Success
15-09-2016,NRG,NRG Energy Inc,Wind and solar assets,SunEdison Inc,144.0,,Completed,2016-09-02,9.92,2016-09-26,9.36,Success
14-09-2016,CLN.SW,Clariant AG,Kel-Tech Inc/Texas,Arsenal Capital Partners LP,,,Completed,2016-09-02,12.21,2016-09-26,11.53,Success
14-09-2016,PTEN,Patterson-UTI Energy Inc,Warrior Rig Ltd,,,,Completed,2016-09-02,17.29,2016-09-26,16.68,Success
13-09-2016,8001.T,ITOCHU Corp,Etonic brand,,,,Completed,2016-09-02,939.72,2016-09-23,966.46,Success
13-09-2016,AEPT,American Energy Partners Inc,Hydration Co of PA LLC,,,,Completed,2016-09-02,0.4,2016-09-23,8.64,Success
09-09-2016,TTE,TotalEnergies SE,Upstream Barnett Shale Assets,Expand Energy Corp,420.0,,Completed,2016-08-29,29.11,2016-09-19,27.97,Success
09-09-2016,BNRD.XC,Brenntag SE,Mayes County Petroleum Products Inc,,15.5,,Completed,2016-08-26,41.37,2016-09-19,40.37,Success
07-09-2016,DUK,Duke Energy Corp,4.7 MW solar farms/Georgia,SolAmerica Energy LLC,,,Completed,2016-08-26,56.11,2016-09-19,56.49,Success
06-09-2016,ENB,Enbridge Inc,Spectra Energy Corp,,42223.61,19.8,Completed,2016-08-26,25.28,2016-09-16,27.95,Success
06-09-2016,EOG,EOG Resources Inc,Yates Petroleum Corp,,2393.44,,Completed,2016-08-26,68.75,2016-09-16,69.35,Success
