Announce Date,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
2023-12-07,Array Technologies Inc,Litigation Solutions Inc,,,,Completed
2023-12-05,Pason Systems Inc,Intelligent Wellhead Systems Inc,,131.45,,Completed
2023-12-05,SolarBank Corp,US1 Project & VC1 Project/New York,,,,Completed
2023-12-04,ProPetro Holding Corp,PAR Five Energy Services LLC,,25.4,,Completed
2023-12-01,Sorrento Resources Ltd,Wing Pond property/Canada,,0.27,,Completed
2023-11-30,BP PLC,Lightsource BP,,504.8,,Completed
2023-11-29,ADM Energy PLC,OFX Technologies LLC,,0.78,,Completed
2023-11-27,Sembcorp Industries Ltd,Unnamed Target,Leap Green Energy Pvt Ltd,52.31,,Completed
2023-11-27,Genie Energy Ltd,Portfolio of 9.4 MW Solar Projects/Ohio,,,,Completed
2023-11-21,Northern Oil and Gas Inc,Core non operated properties/Northern Delaware,,162.6,,Completed
2023-11-21,P2 Solar Inc,Futricity Solar Inc,,,,Completed
2023-11-21,Capital Power Corp,CXA La Paloma LLC,,,,Completed
2023-11-21,"BlackRock Inc,Capital Power Corp",New Harquahala Generating Co LLC,Beal Financial Corp,,,Completed
2023-11-15,PEDEVCO Corp,Core Marcellus Shale natural gas mineral & royalty assets/Pennsylvania,,54.0,,Completed
2023-11-15,Dialog Group Bhd,"Tarpon Platform Systems Malaysia Sdn Bhd,Tarpon Systems International II LLC",,1.18,,Completed
2023-11-15,Brookfield Renewable Corp,Portfolio of 12 MW community solar project,New Leaf Energy Inc,,,Completed
2023-11-13,Mach Natural Resources LP,Oil & gas properties/Oklahoma,Paloma Partners IV LLC,815.0,,Completed
2023-11-13,Acacia Research Corp,Benchmark Energy LLC,,,,Completed
2023-11-09,Global Partners LP/MA,25 liquid energy terminals/Texas,Motiva Enterprises LLC,305.8,,Completed
2023-11-06,Veren Inc,Hammerhead Energy Inc,,1710.59,,Completed
2023-11-03,Enbridge Inc,7 Operating landfill gas-to-RNG facilities/Morrow Renewables,Morrow Renewables LLC,1200.0,,Completed
2023-11-03,Forum Energy Technologies Inc,Variperm Energy Services Inc,,155.28,,Completed
2023-11-03,TerraVest Industries Inc,LV Energy Services Ltd,,18.28,,Completed
2023-11-02,TransAlta Corp,Heartland Generation Ltd,Energy Capital Partners LLC,478.43,,Completed
2023-11-02,SolarBank Corp,2.5 MW solar projects/Ontario,,,,Completed
2023-11-02,ConocoPhillips,Torys LLP,,,,Completed
2023-11-01,Reliance Industries Ltd,Walt Disney Co India Pvt Ltd/The,Walt Disney Co/The,8500.0,,Completed
2023-11-01,Brookfield Infrastructure Partners LP,Portfolio of 2 Data centres/Silicon Valley,Digital Core REIT Management Pte Ltd,160.2,,Completed
2023-10-31,Pine Cliff Energy Ltd,Certus Oil & Gas Inc,,99.61,,Completed
2023-10-28,Aon PLC,Karl Koellner GmbH Versicherungsmakler,,,,Completed
2023-10-26,Kyushu Electric Power Co Inc,Portfolio of 400 MW utility scale solar power plants/USA,Enfinity Global Inc,,,Completed
2023-10-24,Hitachi Energy India Ltd,EKS Energy LLC,Powin LLC,,,Completed
2023-10-23,Brookfield Infrastructure Partners LP,Data centers/Cyxtera Technologies Inc,Cyxtera Technologies Inc,775.0,,Completed
2023-10-23,Ormat Technologies Inc,Portfolio of 150 MW Operating Geothermal & Solar Assets/Nevada,Enel SpA,271.0,,Completed
2023-10-20,Ecoteq Energy ASA,Valkor Environmental LLC,,,,Completed
2023-10-19,Singlepoint Inc,Box Pure Air LLC,,,,Completed
2023-10-19,BlueFire Equipment Corp,Screaming Eagle Partners LLC,,,,Completed
2023-10-18,Tuktu Resources Ltd,Certain oil assets/Alberta,,2.19,,Completed
2023-10-18,Trio Petroleum Corp,McCool Ranch Oil Field/Monterey County,,,,Completed
2023-10-16,Tourmaline Oil Corp,Bonavista Energy Corp,,1065.6,,Completed
2023-10-16,Squirrel Media SA,210 new stores/United States,,,,Completed
2023-10-13,Helix Energy Solutions Group Inc,Plugging & Abandonment Business/QuarterNorth Energy LLC,QuarterNorth Energy LLC,,,Completed
2023-10-11,Exxon Mobil Corp,Pioneer Natural Resources Co,,67995.45,5.39,Completed
2023-10-10,Capital Power Corp,Frederickson 1 Generating Station/Pierce County,Atlantic Power & Infrastructur,100.0,,Completed
2023-10-10,Frontier Energy Ltd,Waroona Energy Inc,,22.25,,Completed
2023-10-09,Vitesse Energy Inc,Williston Basin/North Dakota,,,,Completed
2023-10-05,XPLR Infrastructure LP,South Texas Midstream LLC,,,,Completed
2023-10-05,Haci Omer Sabanci Holding AS,Oriana Solar LLC,,,,Completed
2023-10-04,Civitas Resources Inc,Oil producing assets/Midland Basin,Vencer Energy LLC,2135.7,,Completed
2023-10-04,Revolve Renewable Power Corp,WindRiver Power Corp,,3.53,,Completed
2023-10-04,Cardinal Energy Ltd,Certain Assets,,,,Completed
2023-09-27,Chesapeake Utilities Corp,Florida City Gas Co,NextEra Energy Inc,923.0,,Completed
2023-09-26,Chesapeake Utilities Corp,Pivotal Utility Holdings Inc,Florida Power & Light Co,923.4,,Completed
2023-09-21,Maxeon Solar Technologies Ltd,Sales channel assets & shingled solar panel ip/Solaria Corp,Solaria Corp,,,Completed
2023-09-21,Southern Co/The,Millers Branch Solar Facility/Haskell County,EDF Renewables Inc,,,Completed
2023-09-20,Cielo Waste Solutions Corp,Certain Assets,Expander Energy Inc,,,Completed
2023-09-18,Green Plains Inc,Green Plains Partners LP,,280.01,7.03,Completed
2023-09-15,KKR & Co Inc,Port Arthur LNG Phase 1 project/Sempra Group,Sempra Global,,,Completed
2023-09-14,Lycos Energy Inc,Durham Creek Exploration Ltd,,,,Completed
2023-09-14,Chevron Corp,ACES Delta project/Central,,,,Completed
2023-09-13,Kimbell Royalty Partners LP,Cherry Creek Minerals LLC,LongPoint Minerals II LLC,455.0,,Completed
2023-09-12,Fortive Corp,Solmetric Corp,Vivint Solar Inc,,,Completed
2023-09-12,Chevron Corp,Magnum Development LLC,NGL Energy Partners LP,,,Completed
2023-09-11,Enservco Corp,Rapid Hot Flow LLC,,,,Completed
2023-09-08,"Gladstone Investment Corp,Xyresic Capital",E3 Co LLC/The,Bluewater Equity Partners Gp LLC,46.0,,Completed
2023-09-08,IndiGrid Infrastructure Trust,Virescent Infrastructure Investment Manager Pvt Ltd,,,,Completed
2023-09-08,Pennpetro Energy PLC,3 oil wells/Texas,Millennium PetroCapital Corp,,,Completed
2023-09-07,Precision Drilling Corp,CWC Energy Services Corp,,101.94,2.05,Completed
2023-09-07,Tenaris SA,Pipe processing facility/Republic Tube LLC,Republic Tube LLC,,,Completed
2023-09-06,Enbridge Inc,Wexpro Co,Dominion Energy Inc,4300.0,,Completed
2023-09-06,Enbridge Inc,Public Service Co of North Carolina Inc,Dominion Energy Inc,3200.0,13.54,Completed
2023-09-06,Enbridge Inc,Questar Gas Co,Dominion Energy Inc,,,Completed
2023-09-05,Enbridge Inc,East Ohio Gas Co/The,Dominion Energy Inc,6600.0,,Completed
2023-09-05,Western Midstream Partners LP,Meritage Midstream Services II LLC,Riverstone Holdings LLC,885.0,,Completed
2023-09-01,Dorchester Minerals LP,3355 acres mineral interest/Texas,,,,Completed
2023-08-29,Zenith Energy Ltd,Leopard Energy Inc,,0.4,,Completed
2023-08-28,Expro Group Holdings NV,PRT Offshore Inc,,106.0,,Completed
2023-08-24,Lycos Energy Inc,Wyatt Resources Ltd,,6.49,,Completed
2023-08-23,FirstService Corp,Case Restoration Inc,,,,Completed
2023-08-22,EQT Corp,"THQ Appalachia I LLC,THQ-XcL Holdings I Midco LLC",Quantum Energy Partners LLC,4498.28,,Completed
2023-08-21,Permian Resources Corp,Earthstone Energy Inc,,2809.78,2.21,Completed
2023-08-21,Spruce Power Holding Corp,Portfolio of 2400 residential solar systems/California,,,,Completed
2023-08-16,Energy Transfer LP,Crestwood Equity Partners LP,,6127.67,10.85,Completed
2023-08-16,HF Sinclair Corp,Holly Energy Partners LP,,3748.21,13.04,Completed
2023-08-16,Occidental Petroleum Corp,Carbon Engineering Ltd,"BHP Group Ltd,Airbus SE,Air Canada,Thomvest Ventures Inc,Lowercase Capital LLC (Fund: Lowercase Frontier LP),Starlight Ventures Inc,First Round Capital (Fund: First Round Capital VII LP),Oxy Low Carbon Ventures LLC,Bethel Lands Corp Ltd,Carbon Order Ltd,Rusheen Capital Management LLC,Chevron ...",813.12,,Completed
2023-08-14,Tenaris SA,Pipeline Performance Group LLC,Mattr Corp,182.6,,Completed
2023-08-11,Ameresco Inc,Clean energy asset/Bright Canyon Energy Corp,Pinnacle West Capital Corp,,,Completed
2023-08-10,Empire Petroleum Corp,Coert Holdings 1 LLC,,6.7,,Completed
2023-08-10,Metlen Energy & Metals SA,Real Estate Equity Exchange Inc,,,,Completed
2023-08-08,Brookfield Renewable Corp,Community solar project/Forestville,New Columbia Solar LLC,,,Completed
2023-08-03,Kimbell Royalty Partners LP,Certain mineral & royalty asset,,455.0,,Completed
2023-08-02,"Aboitiz Equity Ventures Inc,Coca-Cola Europacific Partners",Coca-Cola Beverages Philippines Inc,Coca-Cola Co/The,1800.0,,Completed
2023-08-02,CCL Industries Inc,Imprint Energy Inc,"Semtech Corp,Unknown Seller",27.0,,Completed
2023-08-02,Eversource Energy,Community water system/Pinehills Water Co,Pinehills Water Co Inc,,,Completed
2023-08-01,Strathcona Resources Ltd,Pipestone Energy Corp,,580.97,1.92,Completed
2023-08-01,Charge Enterprises Inc,Greenspeed Energy Solutions LLC,,8.0,,Completed
2023-08-01,Vistra Corp,Tricor Group LLC,,,,Completed
2023-07-31,Innovex International Inc,1185641 BC Ltd,IGP Industries LLC,79.76,,Completed
2023-07-27,NexTier Oilfield Solutions Inc,Continental Intermodal Group - Navasota LLC,"Energy Capital Partners LLC (Fund: Energy Capital Partners II Midland Co-Invest LP),Unknown Seller",33.04,,Completed
2023-07-26,Victory Oilfield Tech Inc,H2 Energy Group Inc,,,,Completed
2023-07-19,Altus Power Inc,4.4 MW operating solar assets/Southern California,Apollo Global Management Inc,,,Completed
2023-07-18,Berry Corp,Macpherson Energy Corp,,70.0,,Completed
2023-07-17,Narryer Metals Ltd,Portfolio of 5 lithium projects/Ontario,,,,Completed
2023-07-17,Global Warming Solutions Inc,Aqst USA LLC,,,,Completed
2023-07-13,Exxon Mobil Corp,Denbury Inc,,4522.62,7.72,Completed
2023-07-12,ACT Energy Technologies Ltd,Rime Downhole Technologies LLC,,21.0,,Completed
2023-07-12,Dorchester Minerals LP,Mineral & royalty interests/Dorchester Minerals LP,,10.23,,Completed
2023-07-11,TransAlta Corp,TransAlta Renewables Inc,,1042.8,14.92,Completed
2023-07-11,Oklo Inc,Oklo Technologies Inc,,516.0,,Completed
2023-07-11,Ring Energy Inc,Central Basin Platform asset/Founders Oil & Gas IV LLC,Founders Oil & Gas IV LLC,75.0,,Completed
2023-07-05,Patterson-UTI Energy Inc,Ulterra Drilling Technologies LP,Blackstone Inc,773.48,,Completed
2023-07-05,Callon Petroleum Co,Delaware Basin assets/Percussion Petroleum Operating II LLC,Callon Permian II LLC,461.11,,Completed
2023-07-05,Highwood Asset Management Ltd,Boulder Energy Ltd,West Lake Energy Corp,73.83,,Completed
2023-07-05,Highwood Asset Management Ltd,Castlegate Energy Ltd,,27.65,,Completed
2023-07-05,Highwood Asset Management Ltd,Shale Petroleum Ltd,,8.19,,Completed
2023-07-05,Nxu Inc,21000 sq ft facility/Tempe,,,,Completed
2023-07-03,88 Energy Ltd,Leases wells & development assets/Permian Basin,OXY USA WTP LP,1.1,,Completed
2023-07-01,Vital Energy Inc,Portfolio of basin assets/Tall City Property Holdings III LLC,Tall City Property Holdings III LLC,353.5,,Completed
2023-07-01,RPC Inc,Spinnaker Oilwell Services LLC,,77.0,,Completed
2023-06-30,Cummins Inc,Hydrogenics Corp,Air Liquide SA,,,Completed
2023-06-30,Northern Oil and Gas Inc,Delaware Basin assets/Forge Energy II LLC,Vital Energy Inc,,,Completed
2023-06-27,Tenaz Energy Corp,Tenaz Energy US II LLC,Exxon Mobil Corp,,,Completed
2023-06-27,AB Ignitis Grupe,Unnamed Target,E Energija Group,,,Completed
2023-06-23,Arcelik AS,"Whirlpool Maroc Sarl,Whirlpool MEEA DMCC",Whirlpool Corp,21.91,,Completed
2023-06-21,SolarBank Corp,"US1 Project/New York,VC1 Project/New York",,,,Completed
2023-06-20,Civitas Resources Inc,Hibernia Energy III LLC,NGP Energy Capital Management LLC,2250.0,,Completed
2023-06-20,Brookfield Renewable Corp,Lehigh Valley project/Pennsylvania,French Republic,,,Completed
2023-06-19,Civitas Resources Inc,Tap Rock Resources LLC,NGP Energy Capital Management LLC,2450.0,,Completed
2023-06-19,Lithium One Metals Inc,Norris Lithium Inc,,6.16,,Completed
2023-06-19,EEMS Italia SpA,Unnamed Target,,,,Completed
2023-06-16,Cadeler A/S,Eneti Inc,,448.55,6.9,Completed
2023-06-16,Greenlite Ventures Inc,"Trident Water Services LLC,Altitude Wellness LLC,Altitude International Chambers Inc",Altitude International Holdings Inc,0.4,,Completed
2023-06-15,Patterson-UTI Energy Inc,NexTier Oilfield Solutions Inc,,2106.35,3.72,Completed
2023-06-15,Gibson Energy Inc,Gateway oil terminal/South Texas,Buckeye Partners LP,1100.0,,Completed
2023-06-15,Northern Oil and Gas Inc,Delaware basin assets/Northern,Earthstone Energy Inc,468.4,,Completed
2023-06-14,Gibson Energy Inc,South Texas Gateway Terminal LLC,,,,Completed
2023-06-13,Brookfield Renewable Partners LP,Utility scale Commercial Renewables business/Duke Energy Corp,Duke Energy Corp,2800.0,,Completed
2023-06-08,Sumitomo Corp,Saconix LLC,Copperbeck Energy Partners LLC,,,Completed
2023-06-08,"Schlumberger NV,TGS ASA",152 OCS block/US,,,,Completed
2023-06-06,Indoco Remedies Ltd,FPP Holdings LLC,Contract Pharmacal Corp,4.0,,Completed
2023-06-06,United American Petroleum Corp,Mansfield Productions Inc,,,,Completed
2023-06-05,AirJoule Technologies Corp,Montana Technologies LLC,,206.0,,Completed
2023-06-05,EON Resources Inc,Pogo Resources LLC,CIC Partners LP,,,Completed
2023-06-01,Constellation Energy Corp,South Texas Project Electric Generating Station/Houston,NRG Energy Inc,1750.0,,Completed
2023-06-01,Metlen Energy & Metals SA,Georgetown Solar Inc,Westbridge Renewable Energy Co,35.39,,Completed
2023-06-01,Metlen Energy & Metals SA,Sunnynook Solar Energy Inc,Westbridge Renewable Energy Co,30.83,,Completed
2023-05-29,Hyterra Ltd,Nemaha Ridge/Kansas,,,,Completed
2023-05-26,ConocoPhillips,Surmont Sand & Gravel Ltd,TotalEnergies SE,3000.0,,Completed
2023-05-25,Spire Inc,"MoGas Pipeline LLC,Omega Pipeline Co LLC",CorEnergy Infrastructure Trust Inc,,,Completed
2023-05-23,Southern Energy Corp,Gwinville Field Assets/Jefferson Davis County,PetroTx Energy LLC,3.2,,Completed
2023-05-23,Engie SA,Southern Delivers LLC,,,,Completed
2023-05-22,Chevron Corp,PDC Energy Inc,,7874.41,2.66,Completed
2023-05-18,Kimbell Royalty Partners LP,Certain mineral & royalty interests/Sabalo Holdings LLC,Sabalo Holdings LLC,140.8,,Completed
2023-05-18,Reliance Industries Ltd,Mandarin Oriental New York,"Dubai World Corp,Unknown Seller",98.15,,Completed
2023-05-17,Northland Power Inc,Oneida Energy Storage LP,,,,Completed
2023-05-14,ONEOK Inc,Magellan Midstream Partners LP,,18900.38,13.2,Completed
2023-05-12,Vital Energy Inc,Forge Energy II LLC,EnCap Investments LP,378.0,,Completed
2023-05-08,LaFleur Minerals Inc,Quebec Pegmatite Corp,Coloured Ties Capital Inc,1.57,,Completed
2023-05-04,Sunoco LP,16 refined product terminals/East Coast & Midwes,Zenith Energy Ltd,110.0,,Completed
2023-05-04,BlockQuarry Corp,Blockchain Energy Services LLC,Pantheon Resources Inc,,,Completed
2023-05-03,Crescent Energy Co,Western Eagle Ford asset/US,Mesquite Exploration Ltd,600.0,,Completed
2023-05-03,Callon Petroleum Co,Percussion Petroleum II LLC,Carnelian Energy Capital Management LP,469.19,,Completed
2023-05-02,Global Defence Metals Corp,Indigo Graphite Project/Quebec,,,,Completed
2023-05-01,Enbridge Inc,"Aitken Creek natural gas storage facility/British Columbia,Aitken Creek North gas storage facility/British Columbia",Fortis Inc/Canada,295.56,,Completed
2023-04-28,TC Energy Corp,155 MW Fluvanna Wind Farm/Scurry County,,99.0,,Completed
2023-04-27,Suncor Energy Inc,TotalEnergies EP Canada Ltd,TotalEnergies SE,1078.1,,Completed
2023-04-20,Mitsui & Co Ltd,Unconventional gas asset/Texas,Silver Hill Energy Partners LLC,,,Completed
2023-04-20,Terawulf Inc,Nautilus Cryptomine facility,Cumulus Coin LLC,,,Completed
2023-04-19,Zeo Energy Corp,Sunergy Renewables LLC,,,,Completed
2023-04-14,Zespol Elektrowni Patnow Adamo,Eviva Drzezewo SP ZOO,,,,Completed
2023-04-12,Cactus Inc,Flexsteel Pipeline Technologies Inc,,,,Completed
2023-04-11,Bitfarms Ltd/Canada,22 MW of hydro power capacity/Quebec,,1.8,,Completed
2023-04-11,Dominion Energy Inc,108 MWdc Foxhound Solar project/Longroad Energy Holdings LLC,Longroad Energy Holdings LLC,,,Completed
2023-04-10,Liberty Energy Inc,Siren Energy LLC,,75.7,,Completed
2023-04-03,Ovintiv Inc,"PetroLegacy Energy I LLC,Piedra Resources LLC,Black Swan Oil & Gas LLC",EnCap Investments LP,4321.93,,Completed
2023-04-03,Electrovaya Inc,137000 sq ft building/Jamestown,,,,Completed
2023-03-31,ProFrac Holding Corp,Producers Service Holdings LLC,,35.0,,Completed
2023-03-29,Arsenal Digital Holdings Inc,Blackrock Midstream LLC,,,,Completed
2023-03-28,Veren Inc,Spartans oil & liquids-rich Montney assets/Spartan Delta Corp,Spartan Delta Corp,1249.5,,Completed
2023-03-28,Yuanta Securities Korea Co Ltd,BlueWave MA LLC,,0.77,,Completed
2023-03-27,Energy Transfer LP,Lotus Midstream LLC,Encap Flatrock Midstream,1454.18,,Completed
2023-03-27,American International Holdings Corp,Cycle Energy Corp,Marble Trital Inc,0.01,,Completed
2023-03-27,Winnebago Industries Inc,Lithionics Battery LLC,,,,Completed
2023-03-24,Dawson Geophysical Co,Seismic data assets/Breckenridge Geophysical LLC,"Wilks Brothers LLC,Breckenridge Geophysical LLC",10.97,,Completed
2023-03-24,Spruce Power Holding Corp,SS Holdings 2017 LLC,,,,Completed
2023-03-21,Total Helium Ltd,Pinta South Helium Project/Arizona,"Pinta South Operating Co LLC,Butler Minerals I LLC,Mid America Exploration LLC",8.0,,Completed
2023-03-21,Tuktu Resources Ltd,Certain natural gas assets/Southern Alberta Foothills,,1.64,,Completed
2023-03-21,Wedgemount Resources Corp,Oil & gas assets/West Central Texas,,0.16,,Completed
2023-03-21,Resolute Resources Ltd,Resolute Resources Ltd/Alberta,,,,Completed
2023-03-20,Tecogen Inc,202 cogeneration systems/Holyoke,Dalkia Energy Services LLC,,,Completed
2023-03-20,Enerflex Ltd,Absolute Compression Enterprise Ltd,,,,Completed
2023-03-16,TransAlta Corp,320 MW pumped hydro energy storage development project/Southwest Alberta,Evolve Power Ltd,5.83,,Completed
2023-03-14,Link Reservations Inc,Global Enterprises & Logistics Inc,,,,Completed
2023-03-09,Reliance Industries Ltd,Mimosa Networks Inc,Airspan Networks Holdings Inc,60.0,,Completed
2023-03-08,KLX Energy Services Holdings Inc,Greene's Energy Group LLC,Denham Capital Management LP,,,Completed
2023-03-06,Vistra Corp,Energy Harbor Corp,,6763.0,,Completed
2023-03-03,Equinor ASA,Suncor Energy UK Ltd,Suncor Energy Inc,882.48,,Completed
2023-03-02,Plug Power Inc,Alloy Custom Products LLC,Cryogenic Industrial Solutions LLC,,,Completed
2023-03-02,Plug Power Inc,WesMor Cryogenics LLC,Cryogenic Industrial Solutions LLC,,,Completed
2023-03-02,Mattr Corp,JM Sales Associates Inc,,,,Completed
2023-02-28,Baytex Energy Corp,Ranger Oil Corp,,1473.16,3.58,Completed
2023-02-28,Riley Exploration Permian Inc,Oil & gas assets/Pecos Oil & Gas LLC,Pecos Oil & Gas LLC,330.0,,Completed
2023-02-28,Basin Uranium Corp,Chord property/East Fall River County,"Private Investor,Cowboy Exploration & Development LLC,St Cloud Trading Corp",1.0,,Completed
2023-02-24,Foothills Exploration Inc,Jubilee Exploration LLC,Xfuels Inc,,,Completed
2023-02-23,Denbury Inc,ION Clean Energy Inc,,5.0,,Completed
2023-02-22,Hitachi Ltd,"CDA Systems LLC,California Compression LLC",Xebec Adsorption Inc,,,Completed
2023-02-21,Valeura Energy Inc,Valeura Energy Asia Pte Ltd,,17.63,,Completed
2023-02-17,Antin Infrastructure Partners SA,Pearlx Infrastructure LLC,,,,Completed
2023-02-16,BP PLC,TravelCenters of America Inc,,3034.94,5.47,Completed
2023-02-16,DNOW Inc,EcoVapor Recovery Systems LLC,,,,Completed
